n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;2;5;0.999999;21271.637151;2363.515239;-161.890232;-158.694945;4.230041;5.250554;0.023804;1.079187;2.094085;0.350974
2;3;6;1.000000;753.996825;94.249603;-207.344038;-203.509694;4.230041;0.890027;0.004361;1.739693;1.770080;0.412698
2;4;7;1.000000;129.999583;18.571369;-229.603032;-225.129631;4.230041;0.379510;0.001804;1.932769;0.644241;0.724611
3;2;6;1.000000;76.574011;9.571751;-230.723697;-226.889353;4.789494;0.510904;0.001400;1.490766;2.610405;0.455668
3;3;7;1.000000;53.276865;7.610981;-236.723791;-232.250389;4.789494;0.411808;0.001127;1.628387;2.428776;0.488300
4;2;7;1.000000;52.766717;7.538102;-236.974745;-232.501344;7.062037;0.408728;0.001116;1.632554;2.685102;0.611824
