m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;h1;h1_err;h2;h2_err
2;5.96787336e+00;4.61816784e-05;2.96889682e+00;1.04574214e-01;1.50098943e+00;1.43556522e-01;3.65867997e+00;1.54590621e-01;4.35254042e-01;5.54519243e-02;-7.71732707e-01;1.72620864e-02;7.10317550e-01;5.72295880e-03
