m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;7;0.9999999900409782;3.4122201034801867;0.09478389176333851;-683.6143930411415;-671.2859922312866;3.016295838594704;0.7408599405742677;0.008842616302157325;2.0534283191891056;6.869183324610942;0.14296490156979894
3;8;0.9999999897604612;3.4450382261722807;0.09842966360492231;-680.4199507588496;-666.330349833301;3.016295838594704;0.752063474891429;0.0090703466962605;2.0249089341220485;6.9253158781988855;0.13988796872648804
4;9;0.9999999906124702;2.780937977182406;0.08179229344654135;-682.1555498638046;-666.3047488225625;3.016295838594704;0.733531413953159;0.00859824028604983;2.0953898719027597;7.619075461757395;0.10657175581098811
5;10;0.9999999916097417;2.8699849468241085;0.08696924081285178;-684.9849179312021;-667.3729167742664;3.016295838594704;0.7580425297604165;0.008109037644077333;2.1655231838788316;9.705933606356542;0.045683498718920995
6;11;0.9999999918671952;2.8239296707086425;0.08824780220964508;-684.3250319955265;-664.9518307228973;3.016295838594704;0.7287683663221856;0.007572731740621563;2.207101574314541;9.753441677819438;0.04479217083330703
7;12;0.9999999914495383;2.8330784032452914;0.09138962591113843;-680.171616708265;-659.0372153199422;3.016295838594704;0.7659659324659174;0.007979879604196327;2.1461268126278066;9.566061620312775;0.048407384562959135
8;13;0.9999999925174464;1.8447964289267804;0.06149321429755935;-683.9082962795463;-661.01269477553;3.016295838594704;0.7097318470101754;0.007796241535116266;2.144364545042144;11.270471415943925;0.023686701277124255
9;14;0.9999999926429167;1.8097148972698636;0.06240396197482288;-682.6354506144393;-657.9786489947294;3.016295838594704;0.696619668484999;0.007596581526478019;2.188060166800634;11.6161211609898;0.020446301045265514
10;15;0.9999999917920146;2.7884130353379546;0.09958617983349838;-675.9293606038833;-649.5113588684799;3.016295838594704;0.7539226014685596;0.0075204446846584005;2.19635852460151;9.909917467002003;0.04197275924869893
11;16;0.9999999916904506;1.923210264351452;0.07123000979079451;-673.4005521533487;-645.2213503022517;3.016295838594704;0.7977525262639062;0.007832861977380645;2.1603011592931574;10.131802545910118;0.03826505737542185
12;17;0.999999991704051;1.9073037213883748;0.07335783543801441;-671.4709884153791;-641.5305864485886;3.016295838594704;0.7922050564381777;0.007808176890550911;2.1532978285541873;10.21998070479429;0.036880764238712505
