m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;h1;h1_err;h2;h2_err
2;4.67216758e+00;8.43299990e-04;-4.13276428e+02;2.97758496e+04;-2.67489679e+01;1.82145080e+03;-1.95641927e+02;1.53409309e+04;1.62087880e+03;1.20620780e+05;-3.24038709e+03;2.41518650e+05;3.91403165e+03;2.91308036e+05;-2.44134911e+03;1.81541139e+05;6.11120645e+02;4.54295868e+04;-8.88871047e+01;6.32947180e+03;7.27216546e+01;5.18097746e+03
