complexity_level;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
5;6;0.9999999791006968;4.2931795427444595;0.11008152673703742;-685.7433502315929;-674.903375292971;3.3004254741486565;1.2314817209144735;0.014336324808118306;1.2349370244021436;4.369957064374007;0.4974689160423027
6;7;0.9999999795520288;4.290493600013573;0.11290772631614665;-684.7257967182302;-672.0791592898379;3.147656750021289;1.2318316047768008;0.014185695991249858;1.2523900060666544;5.249609535947471;0.5122204463292708
7;8;0.9999999812014118;3.956429334375186;0.10693052255068071;-686.510382145027;-672.0570822268645;3.1442048972888825;1.2064537561187194;0.013467129520334353;1.3356601820095335;5.263071618320241;0.6278936205051882
8;9;0.999999985265993;3.159830728654843;0.08777307579596787;-695.4734416941639;-679.213479286231;3.148953524022733;1.0839399849160714;0.011075854780179029;1.64729597319807;6.433977359283972;0.5987398330083797
9;10;0.9999999858796058;2.9876871076423592;0.0853624887897817;-695.387655070097;-677.3210301723939;3.1657195849314843;1.002424810028657;0.01112618026924217;1.754175155259421;7.010978729707625;0.6359763059435244
10;11;0.9999999844858115;3.1717197795951595;0.09328587587044587;-689.1515872695957;-669.2782998821222;3.1818141805443254;1.0440249535328405;0.011954550476870551;1.629532276962672;6.5066188373798814;0.7710567003363336
11;12;0.9999999578543664;7.903443366647216;0.23949828383779442;-642.1796629766411;-620.4997130993972;3.201350002951987;1.5823331242010852;0.02210015819578537;0.8818066962005213;14.790565648312395;0.1922871164380444
12;13;0.9999953906131478;773.1676992268992;24.1614906008406;-428.9173063590246;-405.43069399201045;3.223786516600179;26.55464298102217;0.22281776700360645;0.7074331481900145;35.3573718228139;0.00041070011681951924
13;14;0.999308828660302;119053.91576090627;3840.4488955131055;-201.45412550920906;-176.16085065242459;3.2383640320968885;320.80452517500294;2.757548584331902;0.7130245463581438;35.76523074671313;0.0006452132686114392
14;15;0.99776408984363;362322.7728051306;12077.42576017102;-146.62340996958042;-119.52347262302563;3.2148094522773087;610.7997564914278;4.809655232375166;0.7733777003907658;36.58587826605323;0.0008520404841141791
15;16;0.9907268159301682;1270755.7597628164;43819.16412975229;-80.61188072154611;-51.705280885221;3.1011257671271077;1374.0570751334183;8.753705590205515;0.964271292926734;38.18387830854996;0.0008475167092786769
16;17;-0.15948018294991706;172836199.9656842;6172721.4273458645;138.6751311500595;169.38839347615493;2.8187238765414975;14739.675341298675;105.1090601949814;1.0024794676057882;39.15894402857138;0.0010316070508668428
