m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;22;0.999999985919686;19.365361206878625;0.2979286339519788;-1225.4202763776652;-1171.1702977672644;222.21230024675083;4.71043890208378;0.03177784447310206;1.5072005115384282;14.24906225466204;0.7689834297720541
3;23;0.9999999862539711;18.52276394652714;0.28941818666448654;-1225.5106842878272;-1168.7947975587717;222.21230024675083;4.677834626800603;0.03008188745119167;1.5232902770685193;14.41607407154497;0.7589185352369141
4;24;0.9999999849703033;33.852098693030655;0.5373348998893754;-1215.7434941194297;-1156.5616992717196;222.21230024675083;3.2151203186128186;0.0378295477420183;1.1671032779105237;47.84084232962044;0.00027045882236345577
5;25;0.9999999867873884;17.375433938602654;0.2802489344935912;-1224.9539861941744;-1163.3062832278097;222.21230024675083;4.600595852622291;0.027679585372885285;1.5369062486451948;15.112709907297338;0.715407321796968
6;26;0.9999999866733902;17.412871807881864;0.28545691488330927;-1222.2065707897611;-1158.092959704742;222.21230024675083;4.6615765329498515;0.028254959436050164;1.5687842602406905;14.90310236710553;0.7287357188441637
7;27;0.9999999865987811;17.4458971779542;0.2907649529659034;-1219.7208586563684;-1153.1413394526946;222.21230024675083;4.7013237616013726;0.02841611165519975;1.5841985832195056;14.70847272352769;0.7409374136590863
8;28;0.9999999866678984;17.33266423399597;0.2937739700677283;-1218.1707258467811;-1149.1252985244528;222.21230024675083;4.6734091348010764;0.028266961951895375;1.5796501062663302;14.871667555166907;0.7307182238788053
9;29;0.9999999867751658;17.324283569147173;0.2986945442956409;-1216.873541611521;-1145.362206170538;222.21230024675083;4.622460761032343;0.02781824252465981;1.5507899490343031;15.04059704307002;0.7200135987324018
10;30;0.999999986572965;17.497653544976313;0.3069763779820406;-1213.5534232392567;-1139.5761796796191;222.21230024675083;4.704890603973055;0.028267752060656903;1.58022658089422;14.645989390844553;0.7448164046053163
11;31;0.9999999866173921;17.504017145905422;0.3125717347483111;-1211.8417649249632;-1135.3986132466712;222.21230024675083;4.68422605594121;0.0278899949302307;1.5698289582554092;14.709890272758615;0.7408491901520444
