m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;h1;h1_err;h2;h2_err;h3;h3_err;h4;h4_err;h5;h5_err;h6;h6_err;h7;h7_err;h8;h8_err;h9;h9_err
2;1.50240047e+01;1.34078169e-03;-6.88888265e+01;1.48585523e+03;4.77813505e+03;1.94923391e+04;4.74911389e+03;1.79559191e+04;-2.31895076e+03;8.82299623e+03;1.24603064e+03;4.88255699e+03;-4.47021560e+02;1.85091639e+03;7.67371023e+01;3.50147663e+02;-5.55010238e+00;9.88873311e+01;3.23991238e+02;1.25396110e+03;;;;;;;;;;;;;;
4;1.50239927e+01;1.34350958e-03;1.55988525e+02;4.00870332e+03;4.39013332e+03;2.09645879e+04;3.05809264e+03;3.64544181e+04;-5.37159338e+03;5.05421972e+04;-3.50852457e+02;2.18692875e+04;-4.08384043e+01;8.49237851e+03;-4.45595986e+00;1.69111565e+03;9.41633281e+00;2.66792851e+02;2.83855849e+02;1.34170581e+03;-6.83392619e+01;2.82026157e+03;-1.52279909e+02;1.00218863e+03;;;;;;;;;;
5;1.50240036e+01;1.34380162e-03;1.02800668e+04;1.16445502e+05;-2.53702439e+04;2.73214425e+04;-3.69942162e+04;4.23832021e+05;4.71092101e+04;7.47619547e+05;9.54430302e+04;8.21402717e+05;3.28473106e+04;1.25543714e+05;-3.06756013e+03;8.63962025e+03;6.83248417e+02;7.75028842e+03;-2.34298692e+03;6.52434548e+03;6.66534595e+01;1.88270198e+04;2.06219549e+03;3.77855942e+04;4.31398045e+03;2.44826355e+04;;;;;;;;
6;1.50239854e+01;1.34418194e-03;9.66435086e+02;2.53758621e+04;3.57693310e+03;4.33666437e+04;9.74594424e+03;5.28485707e+05;3.83400431e+03;4.55810676e+05;-3.50297264e+03;6.09532431e+05;-1.70584763e+02;1.91466075e+05;-7.08809533e+02;2.89867541e+04;6.33552036e+01;1.68888378e+03;1.78121087e+02;3.74329729e+03;4.99622433e+02;3.80632833e+04;-1.29390370e+02;1.37946548e+04;9.64551847e+00;1.27129086e+04;-7.51379506e+01;6.28048393e+03;;;;;;
7;1.50240487e+01;1.33807467e-03;1.18533249e+03;9.71892304e+03;-2.79575066e+03;3.29632791e+04;-4.13745845e+03;5.35660977e+04;7.08594087e+02;1.91189684e+05;1.51854922e+04;3.59478936e+05;1.39397202e+04;9.71289965e+05;-3.74935628e+03;8.23247533e+04;7.79289299e+01;6.46853498e+02;-2.60212774e+02;2.59007430e+03;4.57703554e+00;3.92610648e+03;-5.92736484e+01;1.65678161e+04;1.02505249e+03;3.21496618e+04;9.71850789e+01;2.70272813e+04;-7.66677114e+01;6.76225439e+02;;;;
8;1.50239932e+01;1.34409785e-03;1.12925815e+03;1.19875520e+04;1.07301801e+03;1.81136138e+04;4.08839350e+02;2.48977507e+05;1.34646862e+03;3.01929991e+05;3.23145948e+03;5.27181953e+05;-9.61539255e+03;7.14401105e+05;1.33869901e+03;4.56630200e+05;7.41924104e+01;7.97812209e+02;1.08085578e+00;1.21879871e+03;5.19803644e+01;1.64751192e+04;6.70581284e+01;3.03559860e+04;4.10459623e+01;2.69383461e+04;-3.91363767e+02;1.29507981e+04;1.29714655e+02;1.31719888e+04;-1.73779067e+01;9.99619951e+02;;
9;1.50239881e+01;1.34419136e-03;1.80500482e+04;2.27253929e+06;2.05915988e+04;2.00808509e+06;-1.28053898e+04;2.01298457e+06;-5.94388423e+04;8.42605657e+06;1.84088668e+04;5.82295637e+06;1.29277552e+04;7.76450321e+06;3.57823886e+02;4.04618800e+05;1.20033929e+03;1.51246830e+05;2.23438129e+02;7.72944098e+04;-6.12481945e+02;1.50216241e+05;-3.06283563e+03;6.22642800e+05;2.59421131e+03;3.83299516e+05;-6.69525010e+02;2.29924368e+05;2.54422791e+02;8.81687682e+04;1.90168196e+01;3.25182028e+04;-2.28941783e+01;7.03131180e+03
