m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;h1;h1_err;h2;h2_err
2;1.50239898e+01;1.34419676e-03;5.74124391e+03;4.93328172e+05;1.08100156e+04;1.48625934e+06;2.73189640e+03;1.13121512e+06;-9.50557665e+02;4.74252305e+05;-5.18826329e+03;7.86613704e+05;2.21665682e+04;3.12884250e+06;-3.48614027e+04;6.93240294e+06;1.73967049e+04;1.01164736e+07;9.83840000e+03;9.12847512e+06;-3.99594310e+03;6.45948896e+06;-1.09473421e+04;4.92208674e+06;-8.66908250e+02;1.01721456e+06;1.17497478e+04;2.60266152e+06;-5.10884272e+03;9.92588426e+05;3.81146953e+02;3.28337954e+04;3.54994750e+02;8.28972317e+04
