m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;h1;h1_err;h2;h2_err
2;4.38469391e+00;1.43114737e-03;-6.17867975e+00;7.32533346e-01;-3.23301904e+00;5.31856706e-01;2.92613444e+00;3.31011467e+00;3.60608794e+00;8.96559444e+00;-2.49870799e+00;1.56676450e+01;3.36787626e+00;1.57812109e+01;-1.80812356e+00;8.57492944e+00;2.76746962e-01;1.94458245e+00;-2.50433190e+00;1.68771421e-01;1.58102302e+00;2.08700521e-01
