m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;21;0.9999999859080629;20.909910855336836;0.30749868904907113;-1254.802009026027;-1202.5406452616521;142.72048732713642;4.7174406695589255;0.03259217475125187;1.5168897004429638;12.803678483179004;0.8031014101231858
3;22;0.9999999858762182;21.424876747548694;0.3197742798141596;-1252.601114994518;-1197.851114860411;142.72048732713642;4.735345596500906;0.03254447160731111;1.5030645287172355;12.585151319154264;0.8156048938627334
4;23;0.9999999865522671;18.317845641246926;0.27754311577646856;-1254.966520267356;-1197.7278837635167;142.72048732713642;4.745829436112459;0.030407194609124666;1.5957373193163713;13.475174383107316;0.7626072250106214
5;24;0.9999999867228787;18.1795701385602;0.27968569443938773;-1254.1028884568807;-1194.3756155833094;142.72048732713642;4.695859981444173;0.029480258149032323;1.5717666959394778;13.618942557958725;0.7535725463817695
6;25;0.9999999866535554;18.280312385776707;0.28562988102776105;-1251.6394054547018;-1189.4234962113983;142.72048732713642;4.697779685969294;0.0300096000297998;1.5726006810639288;13.639332005268683;0.7522818262814517
7;26;0.999999986457961;18.599881532027634;0.29523621479408946;-1248.3445602883282;-1183.6400146752926;142.72048732713642;4.732021497071415;0.030509298621732128;1.5684114808500889;13.429270673278952;0.7654667592009531
8;27;0.9999999868944379;17.993053772585746;0.29021054471912494;-1249.2603892442153;-1182.0672072614475;142.72048732713642;4.6369172785674095;0.029101774326500518;1.5545212852712198;13.89923877122133;0.7356357291692937
9;28;0.9999999866393838;18.24237266731054;0.2990552896280417;-1245.5449531439565;-1175.8631347914566;142.72048732713642;4.718236447452284;0.02996922415954817;1.583884692650083;13.57307094052555;0.7564679414970351
10;29;0.9999999868780135;18.00934811036683;0.3001558018394472;-1245.148920862456;-1172.9784661402239;142.72048732713642;4.645314399947864;0.029362387230599474;1.5619494887316752;13.88989242204148;0.736240296486081
11;30;0.999999986779874;18.09910678959459;0.30676452185753544;-1242.485765860686;-1167.8266747687217;142.72048732713642;4.686765309045882;0.02979029696111546;1.5786462021550423;13.707544185781403;0.7479473071078921
12;31;0.9999999864841148;18.548235653745877;0.31979716644389444;-1238.5166126429233;-1161.368885181227;142.72048732713642;4.730954511002139;0.03041606956959253;1.5717664639579316;13.457455684223202;0.7637124689684429
