m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;15;0.9999999849868955;31.36524281043598;0.4356283723671664;-1233.839591242878;-1196.8509694630593;3.9323443169986665;3.5016821536402176;0.038655214984806285;1.1929432590015534;26.44936321612872;0.009266676934112626
3;16;0.9999999844015234;23.698807006065092;0.33378601416993087;-1228.5118583403987;-1189.0573284419254;3.9323443169986665;4.558051527958185;0.03719473397562556;1.4041190977821176;9.289615288248031;0.6780145702020781
4;17;0.9999999867036256;17.37924361788978;0.24827490882699688;-1240.4041803239886;-1198.4837423068607;3.9323443169986665;4.6589909276306685;0.027679812443618168;1.5659853523255127;9.38209497235807;0.6699942488205979
5;18;0.9999999867358499;17.362257643070773;0.25162692236334455;-1238.6152841435671;-1194.2289380077846;3.9323443169986665;4.635133346022613;0.027661396118792148;1.550045765748705;9.394100014933102;0.6689512331680554
6;19;0.9999999867642853;17.34511665400621;0.255075244911856;-1236.801993388316;-1189.949739133879;3.9323443169986665;4.625216751986017;0.027556879111187094;1.550427504388467;9.463395678807396;0.6629230899805649
7;20;0.9999999865722276;17.536561095125233;0.26173971783769007;-1233.5486453999476;-1184.230483026856;3.9323443169986665;4.6874999854935595;0.02815822729653661;1.5617038435995312;9.20886048080009;0.6849950250536312
8;21;0.9999999866532724;17.39145204456035;0.2635068491600053;-1232.075334660378;-1180.2912641686319;3.9323443169986665;4.678699484999882;0.02822864228995048;1.5808816829489727;9.416685470837802;0.6669878877159385
9;22;0.9999999867784934;17.34254564589553;0.2668083945522389;-1230.895435688743;-1176.6454570783421;3.9323443169986665;4.619318693844576;0.02755974761359603;1.5515125506284961;9.511371747833149;0.6587425316333648
10;23;0.9999999867566317;17.345346563984563;0.2710210400622588;-1228.751699832339;-1172.0358131032835;3.9323443169986665;4.6322325440844025;0.027502244149760102;1.5552531175240405;9.460873331407086;0.663142730701269
11;24;0.9999999867636178;17.342428855655623;0.2752766485024702;-1226.7976059523417;-1167.6158111046316;3.9323443169986665;4.626318464167056;0.02753288620083083;1.5513210459485642;9.463284840838503;0.662932741848913
12;25;0.9999999867361478;17.35059765539951;0.2798483492806373;-1224.6172377921714;-1162.969534825807;3.9323443169986665;4.642375461699544;0.027636955024351373;1.559871136056616;9.443436648993924;0.6646606445681988
13;26;0.9999999864808046;17.75040359651166;0.29099022289363374;-1220.9583133377857;-1156.8447022527666;3.9323443169986665;4.689091885126118;0.028863623198600585;1.5594659058553708;9.25618971764995;0.6809066464504443
14;27;0.9999999865556919;17.584440724293678;0.2930740120715613;-1219.441575103071;-1152.8620558993973;3.9323443169986665;4.694549994958663;0.028515119893050667;1.5775137254800826;9.334538988971932;0.6741218497600432
15;28;0.9999999867987475;17.349578974951566;0.29406066059239944;-1219.028812674473;-1149.9833853521448;3.9323443169986665;4.591830100785899;0.027494469868681648;1.536051527947878;9.600074205446763;0.6509999536495124
16;29;0.9999999864625636;17.770755811700447;0.30639234158104217;-1214.8410061658685;-1143.3296707248855;3.9323443169986665;4.7081085142348655;0.028896866682774025;1.5700002147088348;9.223651472970351;0.6837182218997924
17;30;0.9999999867807865;17.34603049494148;0.30431632447265755;-1214.9105257515337;-1140.933282191896;3.9323443169986665;4.605319991888734;0.027568751537206282;1.5422043511952381;9.535981673639267;0.6565960281971641
18;31;0.9999999886949645;14.864660574059842;0.26544036739392574;-1226.5193346963633;-1150.0761830180713;3.9323443169986665;4.3061431289856955;0.028197246163583323;1.7786428937573862;8.763324480564998;0.7230016981236886
