complexity_level;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
5;6;0.999998894103209;61788.03415492686;6865.337128325207;-161.45470650131568;-157.20640529470242;2.908835032796896;5.981156795094478;0.039707084461366726;0.9139727248410099;10.952660196208365;0.052326713301537264
6;7;0.9999999896587825;300.06723350837603;37.508404188547004;-229.53882021238238;-224.58246880466692;1.9261786625966317;0.7598304236395848;0.0031046832579333383;1.37662113819376;6.065554925778868;0.4158868186297922
