m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;20;0.9999999860567657;19.01730519109103;0.2838403759864333;-1230.2714194618056;-1180.953257088714;34.028770981430974;4.64889818972658;0.029881821694878852;1.5085267900575035;13.72249902719674;0.6866385489774367
3;21;0.9999999850744322;30.97394336475437;0.469302172193248;-1222.3483458081937;-1170.5642753164475;34.028770981430974;3.5380999349072795;0.03752713480229364;1.2032066257568483;33.53100974578639;0.009646263966153633
4;22;0.9999999866347491;17.377964389930483;0.2673532983066228;-1229.9546755469414;-1175.7046969365406;34.028770981430974;4.71598043158572;0.028073060109181647;1.590649149218991;13.803218314467562;0.680979128818141
5;23;0.9999999884158114;15.588130428106368;0.243564537939162;-1240.3971546796424;-1183.681267950587;34.028770981430974;4.27302998239476;0.02936899747209587;1.7281270100962334;13.098051692454284;0.729597709328651
6;24;0.9999999866770023;17.368798220160414;0.2756952098438161;-1226.2301548092269;-1167.0483599615168;34.028770981430974;4.672411111325658;0.028145923278135143;1.5759422802022858;14.112205070182481;0.659144047267811
7;25;0.9999999867657156;17.32092403962744;0.2793697425746361;-1224.8113950901957;-1163.163692123831;34.028770981430974;4.627982034561384;0.027660353386841585;1.5555398679672734;14.280273332900432;0.6471726815554708
8;26;0.9999999867470734;17.489547036394203;0.28671388584252794;-1222.688930459361;-1158.575319374342;34.028770981430974;4.60771547319716;0.027673995201962676;1.5346696161725195;14.305192517572689;0.6453930854265719
9;27;0.9999999883755719;15.504000785365106;0.25840001308941846;-1232.095470705102;-1165.5159515014282;34.028770981430974;4.321087281079272;0.029449105243638307;1.758374433214751;13.017418320483955;0.735019203676064
10;28;0.999999986764544;17.28440476764843;0.29295601301099033;-1218.8036941615426;-1149.7582668392142;34.028770981430974;4.632918445466316;0.02744087400242723;1.5573402948893464;14.267340004399031;0.6480958734870356
11;29;0.9999999864709271;17.599674911897196;0.3034426708947792;-1214.894772417695;-1143.3834369767121;34.028770981430974;4.730430040902789;0.028253142214841098;1.5782932879411913;13.676809445809116;0.6898326352508712
12;30;0.9999999850153032;32.51016245360934;0.5703537272563042;-1204.0043679783792;-1130.0271244187416;34.028770981430974;3.345917688143629;0.03730680644512763;1.1805157246376994;40.58809190905781;0.0010684373617803385
13;31;0.9999999866974176;17.360017355141625;0.3100003099132433;-1212.3635705766421;-1135.9204188983501;34.028770981430974;4.6652000467712895;0.027840912085596692;1.5682535867557121;14.098953732183254;0.6600854054491871
