R_untransformed;x_transformed;y_raw;y_fit;residuals;studentized_residuals
6.5206792;0.0;4.3847405;4.385019929728517;-0.0002794297285166891;6.417575877338575
6.5586562;0.015958382897313064;4.6721672;4.6719929815598995;0.00017421844010012677;-2.6556055763861397
6.6400196;0.05014824231293962;5.3317052;5.331602540166776;0.00010265983322366168;-3.4629925025089014
6.669758;0.06264466841172212;5.5877691;5.587822566545388;-5.346654538751494e-05;-2.0695510455458153
6.6985509;0.07474378426932143;5.8435259;5.843694201108136;-0.00016830110813526034;-0.782370886832361
6.7516342;0.0970500124298645;6.3356603;6.335797447024365;-0.00013714702436562476;1.0054349449884008
6.771564;0.10542474923021394;6.5272506;6.527437314837331;-0.00018671483733090355;1.393428692285088
6.7938432;0.11478673159442995;6.7460459;6.746128260298435;-8.236029843455839e-05;1.6962266929899381
6.8190505;0.12537913608155218;6.9995571;6.999214042840615;0.0003430571593847631;1.917017375101414
6.843438;0.13562705094866173;7.2499981;7.2497175824765785;0.0002805175234215085;1.7985340426125007
6.8667423;0.1454197924120175;7.4939694;7.494185325791553;-0.00021592579155260694;1.4261340403056206
6.8911595;0.15568018756909321;7.7555441;7.755512711222575;3.1388777425256364e-05;1.1783160753136541
6.9131187;0.16490770216262843;7.9945853;7.994894408157182;-0.0003091081571824361;0.7582782169623375
6.9369788;0.17493399733518514;8.2596037;8.25944729143567;0.00015640856432952432;0.5452890573240229
6.9595818;0.18443204427485807;8.5139332;8.51406276132786;-0.00012956132786001717;0.16855970864601794
6.9807379;0.19332208678516322;8.7557977;8.75558441064784;0.00021328935216047284;0.02363781375948513
7.0034624;0.20287118945651667;9.0180235;9.017869540071993;0.00015395992800648628;-0.2753306992542576
7.0241401;0.211560202649654;9.2578705;9.258095992209771;-0.00022549220977197137;-0.8489812009968921
7.0469195;0.22113237494791463;9.5268413;9.524037098767277;0.002804201232722292;-0.7461449224719205
7.0668277;0.22949803517374343;9.7638891;9.759274232934693;0.0046148670653067825;-0.528958836006012
7.05526;0.2246371513271716;9.6213868;9.622216533441502;-0.0008297334415026114;-1.9923849939142682
7.067009;0.2295742195700695;9.7612942;9.761429638782868;-0.0001354387828680359;-1.8996288873635179
7.0868215;0.23789966552822903;9.9975543;9.997963422411855;-0.0004091224118560888;-1.901340434053917
7.1066509;0.2462322130655274;10.2355416;10.236003371910078;-0.00046177191007856777;-1.7005785212295956
7.1267448;0.25467590661952905;10.4784766;10.47795588688781;0.0005207131121895969;-1.1569380669637508
7.1693783;0.27259100568613787;10.992687;10.992233861991107;0.0004531380088934611;-0.5828457003387995
7.1767524;0.27568968939793903;11.0807712;11.081160375895296;-0.000389175895296745;-0.7140586600508568
7.1861104;0.2796220312667821;11.1939251;11.19394778321234;-2.2683212341334524e-05;-0.4765790223951227
7.1668596;0.2715326182673461;10.9615124;10.961852658664183;-0.0003402586641829686;-0.842562330935236
7.1873643;0.2801489348219587;11.2092881;11.20905370031738;0.00023439968262017885;-0.3865813473990835
