n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
6;7;14;1.000000;2.191016;0.073034;-692.638704;-667.660049;3.180672;0.934992;0.007996;2.153016;12.049249;0.060879
6;8;15;1.000000;3.201478;0.110396;-680.826785;-654.063940;3.180672;0.896684;0.008988;2.041272;12.477236;0.052131
6;9;16;1.000000;3.107130;0.110969;-680.814400;-652.267366;3.180672;0.934535;0.008411;2.129999;10.304117;0.112415
6;10;17;1.000000;2.250427;0.083349;-683.543474;-653.212250;3.180672;0.936151;0.008572;2.083750;12.280380;0.055998
7;2;10;1.000000;3.993185;0.117447;-683.821725;-665.979829;3.103532;1.084000;0.009803;1.907931;8.959272;0.255593
7;3;11;1.000000;3.957107;0.119912;-685.683452;-666.057366;3.103532;1.166648;0.009420;1.952701;9.315654;0.230781
7;4;12;1.000000;3.232120;0.101004;-691.112786;-669.702510;3.103532;1.052346;0.008563;2.158866;9.190646;0.239257
7;5;13;1.000000;2.844459;0.091757;-697.745471;-674.551006;3.103532;0.694236;0.007967;2.205705;8.117625;0.322336
7;6;14;1.000000;3.401663;0.113389;-683.452588;-658.473933;3.103532;1.004948;0.008969;2.053299;10.959994;0.140374
7;7;15;1.000000;3.415151;0.117764;-677.883097;-651.120253;3.103532;0.894419;0.010166;1.993791;11.421922;0.121245
7;9;17;1.000000;2.474933;0.091664;-679.858628;-649.527405;3.103532;0.975012;0.009082;2.041919;11.599121;0.114537
8;2;11;1.000000;4.274182;0.129521;-680.564487;-660.938401;3.049409;1.103192;0.010036;1.817021;7.497206;0.484056
8;3;12;1.000000;3.481351;0.108792;-686.709424;-665.299148;3.049409;1.053804;0.008947;2.018441;9.894529;0.272507
8;4;13;1.000000;3.339132;0.107714;-685.077640;-661.883175;3.049409;0.946854;0.008999;2.049303;11.945940;0.153632
8;5;14;1.000000;2.545096;0.084837;-685.529345;-660.550690;3.049409;0.990012;0.009170;1.991352;11.083342;0.197021
8;6;15;1.000000;3.360357;0.115874;-681.601193;-654.838349;3.049409;0.999615;0.008798;2.052698;11.227259;0.189152
8;7;16;1.000000;3.172478;0.113303;-681.155611;-652.608576;3.049409;0.942100;0.008406;2.127728;9.643026;0.290980
8;8;17;1.000000;2.335100;0.086485;-680.611447;-650.280223;3.049409;0.999587;0.009136;2.000210;10.690094;0.219885
9;2;12;1.000000;3.340306;0.104385;-686.901598;-665.491323;2.869388;0.970113;0.009073;2.029497;11.550547;0.239849
9;3;13;1.000000;3.334599;0.107568;-685.461806;-662.267341;2.869388;0.988928;0.008925;2.043071;11.315254;0.254717
9;4;14;1.000000;3.303837;0.110128;-681.716644;-656.737989;2.869388;0.892992;0.009523;2.003242;12.286030;0.197660
9;5;15;1.000000;2.644539;0.091191;-683.083768;-656.320923;2.869388;0.913684;0.009024;2.069085;13.400322;0.145313
9;6;16;1.000000;3.312856;0.118316;-678.638289;-650.091254;2.869388;0.948271;0.009145;2.027040;11.674999;0.232257
9;7;17;1.000000;3.287008;0.121741;-676.586958;-646.255734;2.869388;0.912268;0.009159;2.036352;12.443199;0.189461
10;2;13;1.000000;3.328099;0.107358;-685.061410;-661.866944;2.779281;0.970352;0.009107;2.043413;11.972918;0.286873
10;3;14;1.000000;3.330200;0.111007;-683.097169;-658.118514;2.779281;0.965884;0.008904;2.038886;11.684996;0.306692
10;4;15;1.000000;3.248132;0.112005;-680.550143;-653.787298;2.779281;0.916851;0.009168;2.035804;12.339467;0.262979
10;5;16;1.000000;2.261651;0.080773;-685.245183;-656.698148;2.779281;0.965023;0.008454;2.064230;12.101430;0.278326
10;6;17;1.000000;2.746871;0.101736;-674.069492;-643.738269;2.779281;0.864136;0.009750;1.933926;13.090028;0.218682
11;2;14;1.000000;3.269816;0.108994;-682.702020;-657.723365;3.005560;0.933515;0.009112;2.043168;12.503176;0.327032
11;3;15;1.000000;3.321565;0.114537;-681.197586;-654.434742;3.005560;0.967270;0.008863;2.042254;11.825073;0.376935
11;4;16;1.000000;2.648806;0.094600;-676.007752;-647.460718;3.005560;0.810899;0.010216;1.927727;13.885223;0.239410
11;5;17;1.000000;2.322727;0.086027;-679.747349;-649.416125;3.005560;0.862919;0.008709;2.123214;14.327649;0.215391
12;2;15;1.000000;3.266957;0.112654;-680.615269;-653.852425;3.053497;0.930633;0.009132;2.042519;12.606424;0.398284
12;3;16;1.000000;2.461529;0.087912;-678.558606;-650.011572;3.053497;0.855968;0.009601;2.074919;13.498969;0.333839
12;4;17;1.000000;3.322190;0.123044;-676.839142;-646.507918;3.053497;0.968672;0.008970;2.008767;12.037092;0.442705
13;2;16;1.000000;3.274305;0.116939;-678.664621;-650.117587;3.272170;0.937518;0.009131;2.043554;12.800910;0.463305
13;3;17;1.000000;2.458855;0.091069;-676.738518;-646.407295;3.272170;0.837094;0.009399;2.059971;13.919241;0.379556
14;2;17;1.000000;3.276121;0.121338;-676.522611;-646.191387;3.151914;0.935528;0.009135;2.040553;12.754064;0.545974
