R_untransformed;x_transformed;y_raw;y_fit;residuals;studentized_residuals
7.5222199;0.0;15.0239886;15.024003836586845;-1.5236586845546185e-05;-2.0695821817058797
7.5446087;0.01624481928284368;15.2571895;15.25728932701441;-9.98270144094704e-05;1.5452088701413171
7.5675202;0.032868898152584314;15.4913762;15.491256728394264;0.00011947160573555493;0.795824881994336
7.5899741;0.04916095255903027;15.7176216;15.717551134228891;7.04657711079193e-05;0.20670979405059398
7.6135698;0.0662814718522561;15.951985;15.952004809868354;-1.980986835370402e-05;-0.19291715087203076
7.6374383;0.08359992880629351;16.1855921;16.185661124582985;-6.902458298441161e-05;-0.3153566628134402
7.6614785;0.10104296749185972;16.4168041;16.417452537427224;-0.000648437427223314;-2.1063123761727582
7.6857312;0.11864019148872458;16.6477422;16.64773052594399;1.1674056008104117e-05;0.05704615123505093
7.7104456;0.13657241481842036;16.8787191;16.878772387637486;-5.328763748480014e-05;-0.12060604770504793
7.7356227;0.15484036305888338;17.1110357;17.110457651789993;0.0005780482100057327;1.776305580688439
7.761555;0.17365626775625317;17.345;17.345296041324815;-0.0002960413248160876;-0.9853475022738871
7.7614438;0.1735755834898229;17.344844;17.34429712374624;0.0005468762537574889;1.5691895028093352
7.7875083;0.19248740959026853;17.5765835;17.576562755398257;2.074460174483761e-05;-0.18863307131914003
7.8137823;0.21155124426820654;17.8064854;17.806948618383593;-0.00046321838359375533;-1.9441186649057265
7.8405439;0.23096887074750605;18.0379221;18.03779479756791;0.0001273024320909144;-0.566121594699625
7.8678737;0.25079877060976924;18.2711745;18.27119486836733;-2.03683673305477e-05;3.1035317037493413
7.8959036;0.2711366475846926;18.5047328;18.504425592743377;0.00030720725662192194;0.7638579564544564
7.9247081;0.2920365572284727;18.7408764;18.74110515786357;-0.00022875786356735262;-1.1358439172281711
7.954046;0.3133234901430604;18.9783186;18.978271274200758;4.732579924393576e-05;-0.4371023781877286
7.9840466;0.33509126355551955;19.2167761;19.216837149401766;-6.104940176498985e-05;-0.8263448367347868
8.0144668;0.35716348946972354;19.4554858;19.454791563724505;0.0006942362754962517;1.45130373219144
8.0454974;0.37967860815577237;19.693901;19.693570176480517;0.0003308235194836584;0.3626560724258694
8.0770085;0.4025423670398389;19.9315037;19.9321116705975;-0.0006079705974997296;-2.587015167153693
8.1088206;0.4256245248824982;20.169153;20.169058083616825;9.491638317626894e-05;-0.2004060312360623
8.1416233;0.4494254402280866;20.4095744;20.409459115567557;0.00011528443244301911;-0.04884381036281454
8.1764099;0.47466582963996024;20.660855;20.660213695806853;0.000641304193148784;1.665901019995376
8.2115207;0.5001414514185303;20.9092777;20.909107456627215;0.00017024337278570556;0.29822655280180266
8.2463981;0.5254477233069499;21.152457;21.15233694713802;0.00012005286197691589;0.2227685160032587
8.280907;0.5504866197261276;21.3892185;21.389217397682124;1.1023178743130302e-06;-0.07694109835141395
8.31867;0.5778866193052923;21.6441906;21.644298709107485;-0.00010810910748304536;-0.3660739185978498
8.357168;0.6058199186670671;21.8999958;21.90007600335286;-8.020335286218483e-05;-0.26043810447421345
8.3948166;0.6331369121304086;22.1461611;22.146214014198126;-5.2914198125364464e-05;-0.17082953646567717
8.435233;0.6624621602036906;22.4062833;22.406233588590446;4.971140955234432e-05;0.13495757317487372
8.4749602;0.6912873399638101;22.6576389;22.65774511680202;-0.00010621680202049788;-0.3421522775935753
8.5145713;0.7200282801256155;22.9047796;22.904669815741432;0.00010978425856933427;0.29881868966791986
8.553032;0.7479345154303948;23.1410169;23.140894299565023;0.0001226004349774712;0.32782194451502067
8.595549;0.7787839125150373;23.3980898;23.39815481958348;-6.5019583477266e-05;-0.27122587757686817
8.6351068;0.8074861793728798;23.6340856;23.634004465454044;8.113454595459757e-05;0.14920042958172713
8.6784717;0.8389507939890513;23.8888999;23.88883580645193;6.409354806891088e-05;0.04319170052860366
8.7219821;0.8705209801948428;24.140731;24.140781958455428;-5.09584554286846e-05;-0.38791397345968454
8.7665316;0.9028451144334366;24.3951522;24.39503439126189;0.00011780873810707249;0.07224206152208125
8.8098892;0.93430443233068;24.6392759;24.639037457673655;0.0002384423263457336;0.4700997010530056
8.8563467;0.9680129692702509;24.8968202;24.896880535923668;-6.03359236670542e-05;-0.38330344304226144
8.9004316;1.0;25.1381799;25.138259410355904;-7.951035590281208e-05;0.20832872680209769
