n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
24;6;31;1.000000;18.188164;0.313589;-1239.985800;-1162.838072;3886.407052;4.705961;0.029934;1.582259;16.125598;0.883489
25;2;28;1.000000;19.542461;0.320368;-1242.425227;-1172.743409;284.640324;4.703227;0.033297;1.539743;15.699487;0.923484
25;3;29;1.000000;19.600899;0.326682;-1240.413058;-1168.242604;284.640324;4.713008;0.033130;1.541973;15.582219;0.926703
25;4;30;1.000000;34.389105;0.582866;-1231.995003;-1157.335912;284.640324;3.266209;0.039638;1.190928;47.813715;0.003926
25;5;31;1.000000;18.002255;0.310384;-1241.000432;-1163.852705;284.640324;4.661891;0.029226;1.563923;16.269526;0.906566
26;2;29;1.000000;19.514099;0.325235;-1240.220200;-1168.049745;18454.912895;4.711611;0.033508;1.538215;15.822592;0.940378
26;3;30;1.000000;19.729778;0.334403;-1238.126768;-1163.467677;18454.912895;4.727468;0.033200;1.543161;15.538039;0.946684
26;4;31;1.000000;18.742292;0.323143;-1237.370782;-1160.223055;18454.912895;4.775424;0.031141;1.584273;15.741776;0.942217
27;2;30;1.000000;33.737242;0.571818;-1232.048867;-1157.389776;;3.355961;0.038633;1.192776;45.079444;0.015950
27;3;31;1.000000;19.701903;0.339688;-1236.154870;-1159.007142;;4.733836;0.033179;1.542122;15.588016;0.960351
28;2;31;1.000000;18.141887;0.312791;-1239.911005;-1162.763277;7402.358306;4.699882;0.030339;1.566355;16.093337;0.964417
