n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
3;19;23;1.000000;54.621736;0.853465;-1189.549644;-1132.833757;4.878363;2.708304;0.052509;1.163352;14.772385;0.002022
3;20;24;1.000000;22.450967;0.356365;-1214.495797;-1155.314002;4.878363;4.779246;0.036046;1.457299;2.337517;0.505372
3;21;25;1.000000;20.396848;0.328981;-1216.653041;-1155.005338;4.878363;4.797572;0.033162;1.514534;2.400386;0.493563
3;22;26;1.000000;19.703697;0.323011;-1214.420642;-1150.307031;4.878363;4.781852;0.033173;1.503554;2.457784;0.482969
3;23;27;1.000000;20.182165;0.336369;-1212.123655;-1145.544135;4.878363;4.796278;0.033643;1.517096;2.399190;0.493785
3;24;28;1.000000;21.129518;0.358127;-1208.810358;-1139.764930;4.878363;4.777401;0.034457;1.496112;2.444805;0.485349
3;25;29;1.000000;18.867303;0.325298;-1217.292593;-1145.781258;4.878363;4.227625;0.035682;1.581797;2.570337;0.462714
3;26;30;1.000000;22.527395;0.395217;-1202.191548;-1128.214305;4.878363;4.741928;0.035888;1.450470;2.556307;0.465201
3;27;31;1.000000;21.580650;0.385369;-1200.449694;-1124.006542;4.878363;4.780291;0.035976;1.474223;2.374704;0.498361
4;2;7;1.000000;176.666832;2.208335;-1127.078301;-1109.816944;3.897125;3.354780;0.102104;0.509070;21.167605;0.000293
4;3;8;1.000000;176.475582;2.233868;-1124.721758;-1104.994494;3.897125;3.365020;0.102513;0.500077;19.213755;0.000713
4;4;9;1.000000;65.016700;0.833547;-1194.908484;-1172.715311;3.897125;2.784369;0.062090;0.704300;15.192173;0.004319
4;5;10;1.000000;39.220406;0.509356;-1233.580889;-1208.921808;3.897125;3.048903;0.042038;1.025761;17.487208;0.001554
4;6;11;1.000000;37.176085;0.489159;-1236.734130;-1209.609140;3.897125;3.098827;0.039016;1.081989;16.951499;0.001975
4;7;12;1.000000;36.296147;0.483949;-1235.866094;-1206.275197;3.897125;3.150061;0.038591;1.099436;16.473850;0.002445
4;8;13;1.000000;36.213368;0.489370;-1234.389223;-1202.332417;3.897125;3.142671;0.038442;1.105760;16.388160;0.002540
4;9;14;1.000000;33.068937;0.452999;-1235.561105;-1201.038391;3.897125;3.304545;0.038073;1.175969;13.917201;0.007564
4;10;15;1.000000;35.335172;0.490766;-1231.229342;-1194.240721;3.897125;3.187553;0.038541;1.118450;15.946634;0.003092
4;11;16;1.000000;32.103952;0.452168;-1233.381387;-1193.926857;3.897125;3.361998;0.036921;1.183086;13.326475;0.009786
4;12;17;1.000000;31.290070;0.447001;-1229.944340;-1188.023902;3.897125;3.518733;0.038243;1.191406;11.391138;0.022503
4;13;18;1.000000;31.225357;0.452541;-1229.418877;-1185.032531;3.897125;3.472323;0.036810;1.194082;12.022316;0.017186
4;14;19;1.000000;31.030149;0.456326;-1224.414060;-1177.561806;3.897125;3.602960;0.037941;1.192598;10.825478;0.028597
4;15;20;1.000000;19.609768;0.292683;-1228.482838;-1179.164676;3.897125;4.782483;0.031308;1.541751;3.539791;0.471854
4;16;21;1.000000;18.201459;0.275780;-1229.884852;-1178.100782;3.897125;4.756340;0.028883;1.577471;3.626023;0.458977
4;17;22;1.000000;16.831138;0.258941;-1237.532669;-1183.282691;3.897125;4.294667;0.030671;1.656360;3.961887;0.411188
4;18;23;1.000000;21.401311;0.334395;-1219.028494;-1162.312607;3.897125;4.784877;0.034359;1.488281;3.687264;0.449981
4;19;24;1.000000;21.039913;0.333967;-1216.418487;-1157.236692;3.897125;4.780068;0.034911;1.476173;3.653069;0.454988
4;20;25;1.000000;21.199679;0.341930;-1214.339842;-1152.692139;3.897125;4.781283;0.034958;1.476605;3.629970;0.458393
4;21;26;1.000000;21.275461;0.348778;-1212.712587;-1148.598975;3.897125;4.795282;0.034611;1.486994;3.653987;0.454854
4;22;27;1.000000;20.537796;0.342297;-1212.004246;-1145.424726;3.897125;4.793671;0.033610;1.511449;3.720727;0.445118
4;23;28;1.000000;23.944853;0.405845;-1206.001559;-1136.956132;3.897125;4.613468;0.036298;1.390437;4.254116;0.372706
4;24;29;1.000000;21.199643;0.365511;-1205.220031;-1133.708695;3.897125;4.781816;0.035538;1.483237;3.669152;0.452629
4;25;30;1.000000;23.139551;0.405957;-1201.315753;-1127.338510;3.897125;4.718821;0.036729;1.443332;3.835521;0.428723
4;26;31;1.000000;21.594367;0.385614;-1200.232747;-1123.789596;3.897125;4.777226;0.036092;1.471561;3.654779;0.454737
5;2;8;1.000000;176.443902;2.233467;-1124.657599;-1104.930334;10.554968;3.366746;0.102575;0.498492;19.285927;0.001700
5;3;9;1.000000;162.900729;2.088471;-1132.749808;-1110.556635;10.554968;3.283034;0.091852;0.596815;36.369625;0.000001
5;4;10;1.000000;38.292493;0.497305;-1235.704347;-1211.045266;10.554968;3.066026;0.040931;1.047190;18.702891;0.002183
5;5;11;1.000000;32.419338;0.426570;-1241.850084;-1214.725095;10.554968;3.454437;0.039283;1.189641;12.955380;0.023801
5;6;12;1.000000;32.250816;0.430011;-1240.243856;-1210.652958;10.554968;3.428882;0.038250;1.192954;13.488398;0.019207
5;7;13;1.000000;24.164351;0.326545;-1233.660610;-1201.603805;10.554968;4.644451;0.038245;1.363678;3.620933;0.605173
5;8;14;1.000000;17.872112;0.244823;-1244.459070;-1209.936356;10.554968;4.694266;0.029215;1.549592;3.872437;0.567924
5;9;15;1.000000;18.374908;0.255207;-1240.968685;-1203.980063;10.554968;4.725130;0.030196;1.537148;3.766151;0.583551
5;10;16;1.000000;18.043383;0.254132;-1239.887126;-1200.432596;10.554968;4.737199;0.029307;1.558559;3.785758;0.580655
5;11;17;1.000000;17.863429;0.255192;-1238.397267;-1196.476829;10.554968;4.727682;0.029034;1.567502;3.854567;0.570539
5;12;18;1.000000;19.160397;0.277687;-1233.772394;-1189.386048;10.554968;4.776031;0.030486;1.546519;3.687009;0.595298
5;13;19;1.000000;18.628600;0.273950;-1232.495188;-1185.642933;10.554968;4.729299;0.030550;1.540947;3.809032;0.577225
5;14;20;1.000000;18.901630;0.282114;-1229.879648;-1180.561486;10.554968;4.741653;0.030768;1.534501;3.763132;0.583998
5;15;21;1.000000;19.006641;0.287979;-1227.669548;-1175.885478;10.554968;4.752011;0.030773;1.534930;3.744814;0.586709
5;16;22;1.000000;18.173814;0.279597;-1227.436290;-1173.186311;10.554968;4.736648;0.030099;1.566867;3.880019;0.566816
5;17;23;1.000000;18.385861;0.287279;-1225.017811;-1168.301924;10.554968;4.725165;0.030437;1.558537;3.887497;0.565725
5;18;24;1.000000;18.901925;0.300031;-1221.956823;-1162.775028;10.554968;4.732050;0.030896;1.541189;3.838599;0.572880
5;19;25;1.000000;18.556955;0.299306;-1220.730462;-1159.082759;10.554968;4.728182;0.030460;1.551121;3.862854;0.569326
5;20;26;1.000000;20.182608;0.330862;-1215.511687;-1151.398076;10.554968;4.785261;0.031868;1.531052;3.742737;0.587017
5;21;27;1.000000;37.377115;0.622952;-1202.998456;-1136.418937;10.554968;3.111116;0.040867;1.081322;18.256511;0.002642
5;22;28;1.000000;34.826930;0.590287;-1207.221503;-1138.176076;10.554968;3.147322;0.038028;1.141079;17.124197;0.004270
5;23;29;1.000000;15.843098;0.273157;-1227.118925;-1155.607590;10.554968;4.282232;0.030127;1.710535;3.907330;0.562834
5;24;30;1.000000;18.190080;0.319124;-1210.930039;-1136.952796;10.554968;4.733502;0.030942;1.559269;3.910734;0.562338
5;25;31;1.000000;15.452837;0.275944;-1224.092091;-1147.648940;10.554968;4.287220;0.029501;1.733901;3.887870;0.565670
6;2;9;1.000000;60.960879;0.781550;-1207.152617;-1184.959444;7.587429;2.682362;0.058906;0.809239;18.725218;0.004654
6;3;10;1.000000;41.983983;0.545247;-1228.186122;-1203.527041;7.587429;2.986957;0.045124;0.974817;21.165021;0.001713
6;4;11;1.000000;34.902396;0.459242;-1241.391975;-1214.266986;7.587429;3.221981;0.038726;1.147101;17.650452;0.007168
6;5;12;1.000000;32.260975;0.430146;-1240.224379;-1210.633481;7.587429;3.430401;0.038322;1.192848;14.800091;0.021870
6;6;13;1.000000;31.768468;0.429304;-1238.407906;-1206.351100;7.587429;3.453149;0.037569;1.199362;14.546432;0.024094
6;7;14;1.000000;17.461955;0.239205;-1246.385431;-1211.862717;7.587429;4.613462;0.028251;1.532790;4.605136;0.595358
6;8;15;1.000000;17.368065;0.241223;-1244.893358;-1207.904736;7.587429;4.604733;0.027726;1.539129;4.660124;0.588083
6;9;16;1.000000;17.389643;0.244925;-1242.308989;-1202.854459;7.587429;4.656329;0.027758;1.559842;4.582783;0.598323
6;10;17;1.000000;17.362952;0.248042;-1240.796138;-1198.875699;7.587429;4.612293;0.027641;1.540716;4.641970;0.590482
6;11;18;1.000000;17.357070;0.251552;-1238.824985;-1194.438639;7.587429;4.617498;0.027645;1.544637;4.634763;0.591435
6;12;19;1.000000;17.371032;0.255456;-1236.459763;-1189.607508;7.587429;4.655146;0.027751;1.565826;4.617057;0.593778
6;13;20;1.000000;17.365099;0.259181;-1234.599399;-1185.281237;7.587429;4.644604;0.027594;1.559399;4.615156;0.594030
6;14;21;1.000000;17.452665;0.264434;-1232.363752;-1180.579681;7.587429;4.645295;0.027695;1.553275;4.581834;0.598449
6;15;22;1.000000;17.341889;0.266798;-1230.576501;-1176.326522;7.587429;4.650011;0.027615;1.562146;4.611922;0.594459
6;16;23;1.000000;17.349434;0.271085;-1228.875370;-1172.159484;7.587429;4.611923;0.027543;1.544776;4.662334;0.587791
6;17;24;1.000000;17.349367;0.275387;-1226.780862;-1167.599067;7.587429;4.609851;0.027594;1.547275;4.698018;0.583086
6;18;25;1.000000;14.980630;0.241623;-1237.811764;-1176.164061;7.587429;4.324788;0.028249;1.776671;4.475548;0.612603
6;19;26;1.000000;34.223732;0.561045;-1209.366367;-1145.252756;7.587429;3.256450;0.039226;1.167329;17.677309;0.007091
6;20;27;1.000000;17.558341;0.292639;-1220.405767;-1153.826247;7.587429;4.627909;0.028151;1.541137;4.554552;0.602074
6;21;28;1.000000;17.429234;0.295411;-1218.681447;-1149.636020;7.587429;4.624602;0.027985;1.544204;4.588454;0.597570
6;22;29;1.000000;33.129107;0.571192;-1204.063414;-1132.552078;7.587429;3.293890;0.038006;1.189858;16.326750;0.012104
6;23;30;1.000000;17.482589;0.306712;-1214.583670;-1140.606426;7.587429;4.624893;0.027979;1.540929;4.566942;0.600427
6;24;31;1.000000;17.300166;0.308932;-1211.946297;-1135.503145;7.587429;4.687829;0.028445;1.583627;4.626960;0.592467
7;2;10;1.000000;38.502857;0.500037;-1235.906818;-1211.247737;4.706093;3.055312;0.040033;1.050743;26.690263;0.000379
7;3;11;1.000000;38.502235;0.506608;-1233.860420;-1206.735431;4.706093;3.056476;0.040014;1.050243;26.705818;0.000376
7;4;12;1.000000;31.827807;0.424371;-1240.427272;-1210.836374;4.706093;3.457841;0.037819;1.199261;18.864616;0.008622
7;5;13;1.000000;30.823355;0.416532;-1238.010518;-1205.953712;4.706093;3.582134;0.038163;1.212773;16.630033;0.019944
7;6;14;1.000000;17.404018;0.238411;-1246.306960;-1211.784246;4.706093;4.650235;0.028002;1.553590;6.234147;0.512691
7;7;15;1.000000;32.289807;0.448470;-1233.969088;-1196.980467;4.706093;3.438258;0.038594;1.196959;19.053848;0.008020
7;8;16;1.000000;17.425582;0.245431;-1242.694418;-1203.239888;4.706093;4.602525;0.028026;1.533364;6.337751;0.500911
7;9;17;1.000000;17.359783;0.247997;-1240.907388;-1198.986950;4.706093;4.609403;0.027682;1.544025;6.366588;0.497655
7;10;18;1.000000;17.347780;0.251417;-1238.792150;-1194.405804;4.706093;4.623434;0.027585;1.548691;6.325841;0.502259
7;11;19;1.000000;17.344351;0.255064;-1236.938921;-1190.086666;4.706093;4.611245;0.027571;1.545571;6.368980;0.497385
7;12;20;1.000000;17.399403;0.259693;-1234.260241;-1184.942079;4.706093;4.657301;0.027840;1.559699;6.259132;0.509839
7;13;21;1.000000;17.373057;0.263228;-1232.539200;-1180.755130;4.706093;4.647869;0.027690;1.561799;6.304818;0.504642
7;14;22;1.000000;17.352277;0.266958;-1230.811739;-1176.561761;4.706093;4.623216;0.027553;1.549013;6.330902;0.501686
7;15;23;1.000000;17.351639;0.271119;-1228.796416;-1172.080529;4.706093;4.624759;0.027532;1.547641;6.307341;0.504356
7;16;24;1.000000;17.318167;0.274892;-1226.450110;-1167.268315;4.706093;4.659627;0.027933;1.570229;6.306005;0.504507
7;17;25;1.000000;17.562331;0.283263;-1223.233289;-1161.585586;4.706093;4.709862;0.028619;1.576145;6.167539;0.520329
7;18;26;1.000000;17.453527;0.286123;-1222.692483;-1158.578872;4.706093;4.611407;0.027621;1.533551;6.260176;0.509720
7;19;27;1.000000;17.362035;0.289367;-1220.700651;-1154.121132;4.706093;4.630216;0.027661;1.545773;6.274255;0.508116
7;20;28;1.000000;17.331762;0.293759;-1218.659497;-1149.614070;4.706093;4.650882;0.027565;1.559900;6.257976;0.509971
7;21;29;1.000000;17.283653;0.297994;-1215.329908;-1143.818572;4.706093;4.670592;0.029002;1.615587;6.167276;0.520359
7;22;30;1.000000;17.340944;0.304227;-1214.755661;-1140.778417;4.706093;4.635378;0.027705;1.557763;6.318681;0.503070
7;23;31;1.000000;17.429084;0.311234;-1211.683101;-1135.239950;4.706093;4.706187;0.028425;1.585199;6.207019;0.515796
8;2;11;1.000000;38.501965;0.506605;-1233.857525;-1206.732536;11.778707;3.056756;0.040020;1.050269;29.399386;0.000270
8;3;12;1.000000;37.225668;0.496342;-1235.534392;-1205.943495;11.778707;3.067012;0.039300;1.103386;27.764219;0.000521
8;4;13;1.000000;24.979279;0.337558;-1231.758363;-1199.701557;11.778707;4.637206;0.039366;1.335039;5.901339;0.658282
8;5;14;1.000000;18.662952;0.255657;-1242.331736;-1207.809022;11.778707;4.677139;0.031151;1.491129;6.258771;0.618271
8;6;15;1.000000;17.451370;0.242380;-1244.384997;-1207.396375;11.778707;4.624176;0.028267;1.540574;6.627026;0.577355
8;7;16;1.000000;17.387439;0.244894;-1242.498848;-1203.044318;11.778707;4.625526;0.027955;1.543772;6.669207;0.572706
8;8;17;1.000000;17.342484;0.247750;-1240.867302;-1198.946864;11.778707;4.613337;0.027571;1.545003;6.730848;0.565931
8;9;18;1.000000;17.355581;0.251530;-1238.470488;-1194.084141;11.778707;4.651000;0.027705;1.560115;6.646607;0.575196
8;10;19;1.000000;17.823470;0.262110;-1234.475454;-1187.623199;11.778707;4.749030;0.028862;1.573391;6.283210;0.615541
8;11;20;1.000000;17.421583;0.260024;-1234.236864;-1184.918701;11.778707;4.646969;0.027813;1.551564;6.624728;0.577608
8;12;21;1.000000;17.339624;0.262722;-1232.797200;-1181.013129;11.778707;4.627888;0.027549;1.552485;6.697935;0.569546
8;13;22;1.000000;17.408223;0.267819;-1230.175008;-1175.925029;11.778707;4.675907;0.027845;1.573376;6.619106;0.578229
8;14;23;1.000000;17.506043;0.273532;-1227.779940;-1171.064054;11.778707;4.689545;0.028068;1.575526;6.582453;0.582277
8;15;24;1.000000;17.581035;0.279064;-1225.531473;-1166.349678;11.778707;4.690671;0.028278;1.570182;6.559239;0.584845
8;16;25;1.000000;17.392355;0.280522;-1224.233750;-1162.586047;11.778707;4.667258;0.027824;1.565703;6.616706;0.578494
8;17;26;1.000000;17.345984;0.284360;-1222.273589;-1158.159978;11.778707;4.671710;0.027955;1.572698;6.637636;0.576185
8;18;27;1.000000;17.356597;0.289277;-1220.612334;-1154.032815;11.778707;4.643470;0.027517;1.557035;6.649315;0.574897
8;19;28;1.000000;17.380813;0.294590;-1218.894367;-1149.848940;11.778707;4.613081;0.027478;1.540229;6.670456;0.572569
8;20;29;1.000000;17.429015;0.300500;-1216.767753;-1145.256417;11.778707;4.612397;0.027640;1.537518;6.640312;0.575890
8;21;30;1.000000;33.747211;0.592056;-1200.556473;-1126.579229;11.778707;3.284069;0.038165;1.185048;23.177313;0.003144
8;22;31;1.000000;17.424765;0.311157;-1212.582065;-1136.138913;11.778707;4.644193;0.027807;1.554628;6.599871;0.580352
9;2;12;1.000000;36.289812;0.483864;-1237.428443;-1207.837545;8.121391;3.114429;0.038557;1.121716;27.980057;0.000961
9;3;13;1.000000;33.803238;0.456801;-1236.719497;-1204.662692;8.121391;3.281129;0.038125;1.168106;24.288536;0.003868
9;4;14;1.000000;17.419403;0.238622;-1246.362211;-1211.839498;8.121391;4.638447;0.027732;1.548803;6.973911;0.639836
9;5;15;1.000000;17.365717;0.241191;-1244.791473;-1207.802851;8.121391;4.616935;0.027689;1.542773;7.012398;0.635828
9;6;16;1.000000;19.807592;0.278980;-1234.966933;-1195.512403;8.121391;4.733827;0.033254;1.484309;6.366022;0.702800
9;7;17;1.000000;17.358583;0.247980;-1240.819371;-1198.898933;8.121391;4.617157;0.027730;1.545101;7.020881;0.634945
9;8;18;1.000000;17.372133;0.251770;-1238.943975;-1194.557629;8.121391;4.599276;0.027706;1.535209;7.051095;0.631800
9;9;19;1.000000;17.341912;0.255028;-1236.805968;-1189.953714;8.121391;4.623770;0.027585;1.549426;7.021601;0.634870
9;10;20;1.000000;17.367151;0.259211;-1235.059747;-1185.741585;8.121391;4.599957;0.027490;1.537919;7.068714;0.629965
9;11;21;1.000000;17.350820;0.262891;-1232.818155;-1181.034085;8.121391;4.621841;0.027533;1.549507;7.047033;0.632222
9;12;22;1.000000;17.344626;0.266840;-1230.734084;-1176.484106;8.121391;4.631439;0.027531;1.553249;7.011988;0.635871
9;13;23;1.000000;17.472799;0.273012;-1228.083892;-1171.368006;8.121391;4.663321;0.027893;1.566806;6.968042;0.640447
9;14;24;1.000000;17.455130;0.277066;-1225.985445;-1166.803650;8.121391;4.680838;0.028027;1.573616;6.913243;0.646152
9;15;25;1.000000;17.470210;0.281778;-1223.886511;-1162.238808;8.121391;4.687457;0.027987;1.571001;6.865071;0.651165
9;16;26;1.000000;17.333707;0.284159;-1222.647139;-1158.533528;8.121391;4.647059;0.027645;1.562813;6.984772;0.638705
9;17;27;1.000000;17.522060;0.292034;-1219.768538;-1153.189019;8.121391;4.686373;0.028052;1.566889;6.842729;0.653490
9;18;28;1.000000;17.310945;0.293406;-1218.590122;-1149.544695;8.121391;4.651049;0.027742;1.565027;6.990517;0.638107
9;19;29;1.000000;17.425458;0.300439;-1216.334593;-1144.823257;8.121391;4.659049;0.028175;1.563788;6.908744;0.646620
9;20;30;1.000000;17.365433;0.304657;-1214.581213;-1140.603970;8.121391;4.646411;0.028072;1.559243;6.933543;0.644038
9;21;31;1.000000;17.743464;0.316848;-1211.404639;-1134.961487;8.121391;4.682591;0.028327;1.557952;6.809781;0.656916
10;2;13;1.000000;32.461913;0.438674;-1237.681760;-1205.624954;3.497881;3.373814;0.038537;1.185450;26.198046;0.003483
10;3;14;1.000000;32.292488;0.442363;-1235.182639;-1200.659925;3.497881;3.397540;0.038344;1.183555;25.919892;0.003849
10;4;15;1.000000;17.361302;0.241129;-1244.880048;-1207.891427;3.497881;4.611340;0.027655;1.541606;8.541533;0.576094
10;5;16;1.000000;17.394393;0.244991;-1242.482293;-1203.027763;3.497881;4.635570;0.027719;1.547962;8.463442;0.583665
10;6;17;1.000000;17.357061;0.247958;-1240.829693;-1198.909255;3.497881;4.618166;0.027640;1.545149;8.527665;0.577437
10;7;18;1.000000;17.343016;0.251348;-1238.804953;-1194.418607;3.497881;4.623787;0.027546;1.549215;8.530676;0.577146
10;8;19;1.000000;17.362084;0.255325;-1236.542900;-1189.690645;3.497881;4.642994;0.027705;1.557127;8.491622;0.580931
10;9;20;1.000000;17.464237;0.260660;-1233.921603;-1184.603440;3.497881;4.667856;0.027993;1.558534;8.383695;0.591412
10;10;21;1.000000;17.362334;0.263066;-1232.613772;-1180.829701;3.497881;4.638086;0.027582;1.553851;8.487556;0.581325
10;11;22;1.000000;17.374499;0.267300;-1230.822591;-1176.572612;3.497881;4.615148;0.027626;1.542506;8.530198;0.577192
10;12;23;1.000000;17.357695;0.271214;-1228.457228;-1171.741342;3.497881;4.653062;0.027747;1.560560;8.450203;0.584950
10;13;24;1.000000;17.376242;0.275813;-1226.578460;-1167.396665;3.497881;4.643557;0.027699;1.562034;8.518885;0.578288
10;14;25;1.000000;17.247586;0.278187;-1224.417154;-1162.769451;3.497881;4.655734;0.028187;1.570809;8.502357;0.579890
10;15;26;1.000000;15.432030;0.252984;-1234.261988;-1170.148377;3.497881;4.354644;0.028569;1.761644;7.967479;0.632014
10;16;27;1.000000;17.327113;0.288785;-1220.903312;-1154.323793;3.497881;4.617462;0.027675;1.549114;8.557302;0.574568
10;17;28;1.000000;17.361981;0.294271;-1218.321143;-1149.275716;3.497881;4.668931;0.027767;1.568391;8.410520;0.588804
10;18;29;1.000000;14.968460;0.258077;-1229.811048;-1158.299712;3.497881;4.329784;0.028250;1.779603;7.958310;0.632909
10;19;30;1.000000;17.330385;0.304042;-1214.761371;-1140.784127;3.497881;4.626555;0.027583;1.553289;8.550203;0.575255
10;20;31;1.000000;17.421380;0.311096;-1212.531272;-1136.088120;3.497881;4.643260;0.027498;1.550170;8.411782;0.588682
11;2;14;1.000000;32.206749;0.441188;-1235.020357;-1200.497643;4.410077;3.407839;0.038151;1.182616;29.609473;0.001824
11;3;15;1.000000;32.344903;0.449235;-1233.244364;-1196.255742;4.410077;3.391266;0.038386;1.183484;29.838659;0.001680
11;4;16;1.000000;17.350579;0.244374;-1242.727046;-1203.272516;4.410077;4.632162;0.027544;1.553903;9.450575;0.580376
11;5;17;1.000000;17.392168;0.248460;-1240.425517;-1198.505079;4.410077;4.642816;0.027737;1.550648;9.356211;0.589049
11;6;18;1.000000;17.346299;0.251396;-1238.892160;-1194.505814;4.410077;4.614210;0.027559;1.545345;9.491820;0.576592
