m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;5;0.9999999563816614;13.191748185867114;0.3471512680491346;-624.1034437569361;-615.2974431784684;2.6929599383044733;1.548693792749134;0.022468103360480995;0.5799517400900238;11.048150903659867;0.00398955552379784
3;6;0.9999999876063753;3.9809920952386464;0.10759438095239585;-676.2101490786727;-665.6429483845113;2.6929599383044733;0.8257659805295248;0.01093635480936861;1.7623967191267484;4.918394117035617;0.08550357778145279
4;7;0.9999999900035337;3.422489052648447;0.09506914035134575;-683.4530222616726;-671.1246214518177;2.6929599383044733;0.7446812083955479;0.008865091718069706;2.04934206382212;5.937337437705402;0.05137165494461125
5;8;0.999999990085673;3.3825292618947036;0.09664369319699154;-681.8078055351673;-667.7182046096187;2.6929599383044733;0.7232954764333499;0.008937833308182874;2.0570110112102307;5.576335918918615;0.06153384320816438
6;9;0.9999999904788155;3.3973159673405036;0.09992105786295599;-681.5476552185618;-665.6968541773197;2.6929599383044733;0.7079667429756853;0.008533557959252036;1.956920278191267;3.510424410184826;0.17287055438720478
7;10;0.9999999912621096;2.954565178400367;0.08953227813334445;-683.239225823808;-665.6272246668724;2.6929599383044733;0.7043538362836443;0.0082656330556663;2.104207623151832;4.511045826778654;0.1048187182918098
8;11;0.9999999914046873;2.866402703365876;0.08957508448018363;-681.9466520277281;-662.5734507550989;2.6929599383044733;0.7356147294963478;0.007948462762060515;2.122232051398812;4.929738663384592;0.08501995105903302
9;12;0.9999999916191852;2.826327158120108;0.09117184381032607;-681.0333422362573;-659.8989408479346;2.6929599383044733;0.7585510447398747;0.007808959036646357;2.1748711600627955;5.03942383764324;0.08048278898687962
10;13;0.9999999915951991;2.801201583703547;0.09337338612345157;-678.9104513167644;-656.014849812748;2.6929599383044733;0.7780204169556271;0.007847640087918606;2.187097211522696;4.854620949937777;0.08827392854210149
11;14;0.9999999914353245;2.787933542895244;0.09613563941018083;-676.1001952036939;-651.4433935839841;2.6929599383044733;0.7888729224418967;0.007920783465726444;2.163302279153344;4.660703208365075;0.09726154351132593
12;15;0.9999999914514741;2.7897189532619784;0.09963281975935637;-674.1813529555151;-647.7633512201116;2.6929599383044733;0.7859276268433746;0.007914505080343304;2.166144841718962;4.656214408398082;0.0974800824706582
13;16;0.9999999914533598;2.787027450406512;0.10322323890394489;-672.1908392578408;-644.0116374067438;2.6929599383044733;0.7883901040983687;0.007901935958715356;2.1652640629285416;4.697061825884833;0.09550937078153122
14;17;0.9999999916180652;2.685690481158396;0.10329578773686138;-671.0275964535718;-641.0871944867813;2.6929599383044733;0.811232292697639;0.0075066824157463685;2.164940661407534;5.428641029898063;0.06624995356981504
