m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;6;0.9999999867163405;4.102331434096735;0.1079560903709667;-689.85485580974;-679.1497180062304;3.472540590491767;1.1183669101875182;0.010285831398880063;1.858874207664169;6.113468246232132;0.10621837285584866
3;7;0.999999987168989;4.0492154942791885;0.10943825660214022;-689.3803221443171;-676.8909947068893;3.472540590491767;1.1028472575702608;0.009869308164308421;1.8958407446942485;6.344280104522534;0.09601021188798266
4;8;0.9999999843026853;4.690227861962545;0.13028410727673737;-678.5088363541637;-664.2353192828176;3.472540590491767;1.2001141767399304;0.011836496231989457;1.6425809097180863;5.304821002964344;0.15078986924684393
6;10;0.9999999873993477;3.976591110739823;0.11695856208058303;-684.1774436786969;-666.3355473395143;3.472540590491767;1.0668411681287182;0.009909185219896699;1.9141112518813406;6.615477425786612;0.08521793277119166
7;11;0.999999987631449;4.009087040643063;0.12148748608009283;-682.995471730633;-663.3693857575321;3.472540590491767;1.0691122763155647;0.009642295739807238;1.8317323988944223;7.452279448932279;0.05879735829238546
8;12;0.9999999889478123;3.449029347020257;0.10778216709438303;-685.9467318672794;-664.5364562602603;3.472540590491767;0.9831942847071673;0.009190689544125163;2.019759062403187;9.3952528543599;0.02447220420978458
10;14;0.9999999891957595;3.3261222954005563;0.11087074318001854;-682.9450785350247;-657.966423660169;3.472540590491767;0.9724423687273998;0.008953804699409318;2.0305223881641745;9.854411204912642;0.019845109749993164
11;15;0.9999999888236499;2.5269435729929532;0.08713598527561908;-679.4551835084212;-652.6923389996473;3.472540590491767;0.8855945758199368;0.009829956464578515;2.0595584523496435;9.888109066631015;0.019541590773920516
12;16;0.999999989262229;3.288134451785301;0.11743337327804647;-679.2166098872839;-650.6695757445917;3.472540590491767;0.9585186621379194;0.008941429725734196;2.048744968800408;10.28820593234128;0.01626864448447506
13;17;0.9999999896333416;2.3481138716148706;0.0869671804301804;-678.764212888135;-648.4329891115246;3.472540590491767;0.8510944593886904;0.009047813193852505;2.096048305528733;11.343933802877288;0.010004312642000975
