m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;5;0.9999999373996136;4970.412957165921;382.3394582435324;-251.96157351457606;-247.50971472509525;3.4671274284105618;2.220209218242175;0.008596946078125;1.0496134229663818;6.3868764238665;0.04103055639497684
3;6;0.9999999966122093;378.7342843991072;31.561190366592268;-302.4602555759897;-297.11802502861275;3.4671274284105618;0.29277739177757667;0.002452723652336175;2.7367141976956666;4.508535613172475;0.10495035957288157
4;7;0.9999999967225381;366.7752250581541;33.34320227801401;-301.05621241575926;-294.82361011048613;3.4671274284105618;0.3014738279958351;0.002384382809143659;2.6841454821952593;3.5892757196324103;0.1661876246677093
5;8;0.9999999962039711;394.09231259583385;39.409231259583386;-296.4122607532759;-289.2892866901066;3.4671274284105618;0.3691413195170412;0.002420582421533979;2.392370544009207;0.5731819465808965;0.7508187709699301
