m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;p21;p21_err;p22;p22_err;p23;p23_err;h1;h1_err;h2;h2_err;h3;h3_err;h4;h4_err;h5;h5_err;h6;h6_err;h7;h7_err
2;4.38548505e+00;1.37361703e-03;-2.17058980e+01;1.54666748e+00;-3.56309858e+01;6.62454256e+00;-5.32320388e+01;1.18352571e+02;2.71556851e+03;1.35103175e+03;-1.56259505e+04;9.56920766e+03;6.34472437e+04;4.55793005e+04;-1.38700462e+05;1.50333135e+05;1.26166686e+05;3.60696112e+05;4.07598853e+04;6.80459597e+05;-1.25154078e+05;1.03519709e+06;-4.31535635e+04;1.14389712e+06;1.17575207e+05;8.99900735e+05;4.65825461e+04;7.69707535e+05;-3.45870567e+04;7.63585414e+05;-9.00514948e+04;5.86241731e+05;2.28944808e+03;4.69651603e+04;-2.28821441e+01;4.13497709e+02;1.11840200e+05;4.37932931e+05;-2.25100782e+03;2.31931508e+04;-6.22626728e+04;1.09325111e+06;-8.81686002e+04;1.34640940e+06;1.29832755e+05;6.98638533e+05;-4.08203942e+04;1.41107138e+05;-8.92766941e+00;3.44491744e-01;2.00683350e+01;1.54982480e+00;;;;;;;;;;
3;4.38423025e+00;1.44494618e-03;5.16585030e+00;3.24845416e+02;-4.58970237e+01;4.04634602e+02;-2.75984824e+01;2.45459260e+03;5.69420644e+02;8.06643696e+03;-2.31504850e+03;1.86727855e+04;1.19593742e+04;8.20410715e+04;-2.05753749e+04;3.10118024e+05;6.54874625e+03;8.29729429e+05;1.41571434e+04;8.14090680e+05;-2.72512803e+03;4.68574193e+05;-1.14266228e+04;8.23534205e+05;-5.92247919e+03;7.39489390e+05;5.99364495e+03;7.25330757e+05;1.07088056e+04;8.36216499e+05;4.84370852e+02;8.06716260e+04;-3.86605755e+00;5.38220467e+02;-1.19127355e+04;7.33702574e+05;-5.36343475e+03;7.46530007e+05;6.74042174e+03;6.42060591e+05;1.01951925e+04;8.25913111e+05;3.26958382e+02;4.95427250e+04;-1.19923465e+04;4.85051378e+05;5.07579176e+03;1.86138171e+05;-2.85684810e+00;7.41143487e+01;-4.23814731e+00;3.92798053e+02;2.43496839e+01;6.89878559e+02;;;;;;;;
4;4.38433626e+00;1.45076505e-03;7.26201688e+01;3.19665120e+03;-1.64716341e+02;1.84340794e+03;-1.35800719e+02;8.76473091e+03;9.38069826e+02;5.34018715e+04;6.11270130e+02;6.81545054e+04;-3.79972043e+03;4.47518006e+05;-6.41403571e+03;1.28933363e+06;4.96698230e+03;1.75800991e+06;6.26478276e+03;1.43491379e+06;6.64203180e+02;2.68382389e+05;-6.67822281e+03;1.46346412e+06;-3.52176159e+03;1.43189788e+06;1.08945989e+03;5.57669802e+05;-8.52053716e+01;4.39699804e+04;6.60828583e+03;1.29396733e+06;4.72115164e+03;1.54582981e+06;-5.44218172e+03;1.63718044e+06;-3.93046189e+03;1.16515217e+06;-1.60924382e+03;8.10758487e+05;-1.04460557e+03;5.92564534e+05;5.31235846e+03;7.20378238e+05;1.39081908e+03;5.91958624e+05;-2.39359358e+03;1.80619597e+05;1.25228422e+01;7.28993907e+02;-9.27017358e+01;3.35153976e+03;2.58264991e+02;7.57259700e+03;-2.81525877e+02;4.85788013e+03;;;;;;
5;4.38460324e+00;1.40014318e-03;-3.53321664e+01;1.74389500e+02;4.90262343e+01;1.25599407e+03;1.57430178e+02;1.78574576e+03;-3.80256345e+02;3.87665980e+03;-2.98240355e+02;1.31731772e+04;3.23267572e+03;7.24989156e+04;2.95180535e+03;2.77045258e+05;-3.85152520e+03;4.34818219e+05;-2.90240044e+03;5.85383734e+05;2.28140534e+03;4.95712952e+05;2.74028326e+03;5.71069083e+05;2.11775283e+03;5.29931034e+05;-2.45464295e+03;5.49728395e+05;-4.35000053e+03;5.47392243e+05;-6.08080531e+02;1.55073607e+05;2.63870072e+03;7.59300211e+05;2.69821168e+03;7.27133354e+05;3.15849716e+03;9.55711867e+05;-3.34853784e+03;1.05671176e+06;-4.63750516e+03;9.57282569e+05;-7.52308182e+02;3.32450934e+05;6.86992298e+03;4.67165752e+05;-2.95877670e+03;1.57227383e+05;-1.20798446e+01;3.97577743e+01;5.41968099e+01;4.45504606e+02;-1.17263512e+02;1.95539756e+03;1.09819995e+02;4.46751106e+03;5.67156852e+01;4.85510400e+03;;;;
6;4.38421704e+00;1.34616150e-03;-3.00836502e+01;2.55242763e+02;1.19575743e+01;1.48895062e+03;1.91227895e+02;2.02901053e+03;-2.67868461e+02;9.91808645e+03;-1.60213414e+02;1.63488727e+04;2.83922216e+03;6.59737540e+04;1.33722700e+03;2.32361204e+05;-2.61719193e+02;8.80445727e+04;-6.00430628e+02;1.61796132e+05;-6.05550603e+02;1.41906350e+05;1.23539058e+02;2.84585007e+04;5.83217404e+02;1.58662866e+05;-4.17819454e+01;1.19648905e+04;7.78608877e+02;2.85212087e+05;-3.85428385e+02;1.74970113e+05;-4.75693482e+02;1.96421841e+05;-2.43018018e+02;1.06447128e+05;4.32302895e+01;3.02707033e+04;-3.34557985e+01;1.84452607e+04;3.01786773e+02;9.73385153e+04;1.97811677e+02;9.36935463e+04;-4.56871072e+01;3.27008524e+04;-1.46000494e+02;1.86291738e+04;-1.08945864e+01;5.82108849e+01;4.13339644e+01;5.71957178e+02;-6.89963615e+01;2.05575228e+03;3.74645875e+01;4.07539401e+03;7.85734444e+01;6.63909733e+03;4.54460978e+01;9.96106247e+03;;
7;4.38507909e+00;1.43834227e-03;-1.22622756e+01;1.63222067e+02;-9.23242000e+01;7.08380033e+02;7.39202023e+01;9.97513499e+03;1.26768143e+03;1.13367846e+04;-5.41393132e+03;1.24409664e+05;1.79211091e+04;3.79219044e+05;-7.11810167e+03;1.07814505e+06;6.03870327e+03;1.96665022e+06;1.34027683e+04;1.55015713e+06;-4.10824301e+02;1.52327737e+05;-8.14133823e+03;2.46141903e+06;-8.80436245e+03;3.18437720e+06;6.99082499e+03;1.68278262e+06;-4.44039348e+03;1.11079851e+06;1.46044611e+04;2.52241145e+06;6.41901537e+03;2.46395680e+06;-1.88523302e+04;5.09457537e+06;7.79792461e+03;3.01966478e+06;-8.92072568e+03;3.61326701e+06;-1.92950947e+03;1.26055150e+06;7.49681252e+03;3.28078774e+06;6.39572768e+03;3.76612892e+06;-6.06056534e+03;1.52659693e+06;-6.79553735e+00;3.72157292e+01;-3.14772107e-01;9.35686924e+01;7.33983098e+01;2.58346240e+03;-1.94701769e+02;1.11393687e+04;3.41711705e+02;1.98468915e+04;5.98209516e+01;3.16632518e+04;4.50549256e+02;7.42745565e+04
