n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;2;5;0.999999;28902.615336;2890.261534;-175.307214;-171.766963;4.429480;4.026606;0.026783;0.924073;3.379478;0.184568
2;3;6;1.000000;1083.196771;120.355197;-221.853243;-217.604942;4.429480;0.843671;0.005333;1.588899;0.632924;0.728723
2;4;7;1.000000;157.688598;19.711075;-244.902785;-239.946433;4.429480;0.337374;0.002133;1.945830;0.009242;0.995390
3;2;6;1.000000;112.337585;12.481954;-243.994793;-239.746492;2.489302;0.526800;0.001940;1.302689;2.710775;0.438399
3;3;7;1.000000;57.310881;7.163860;-255.425488;-250.469137;2.489302;0.394379;0.001296;1.635680;2.182476;0.535408
4;2;7;1.000000;56.104033;7.013004;-255.909567;-250.953215;7.717259;0.390961;0.001268;1.646623;2.283450;0.683784
