m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;h1;h1_err;h2;h2_err
2;1.09927004e+01;7.44696804e-04;-4.09621938e+02;1.00317889e+03;-6.22399343e+02;9.00668660e+03;-1.82758174e+02;3.61893607e+03;2.18668839e+01;4.93032996e+01;-3.15672522e+00;1.81279925e+02;1.74471415e+00;3.81192601e+01;-3.76481137e+01;9.12668506e+01;-4.21155359e+01;8.47105644e+02
