m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;p21;p21_err;p22;p22_err;p23;p23_err;p24;p24_err;p25;p25_err;p26;p26_err;p27;p27_err;p28;p28_err;h1;h1_err;h2;h2_err
2;4.67218497e+00;8.42752153e-04;-2.67955037e+01;1.91649244e+00;-3.61429294e+01;1.04115438e+01;7.19067008e+01;2.13250627e+02;2.02667488e+03;2.72357135e+03;-1.11039261e+04;2.13698388e+04;4.74402814e+04;1.11690997e+05;-1.02480654e+05;4.00252845e+05;7.13188754e+04;1.00275480e+06;7.34603129e+04;1.78805998e+06;-5.46449069e+04;2.38011371e+06;-1.88775014e+05;2.77390805e+06;1.25440517e+05;3.07007234e+06;1.90432246e+05;3.04732926e+06;-5.78153962e+04;3.91579213e+06;-9.91013782e+04;3.67159457e+06;-1.53128101e+05;2.42001824e+06;9.33469578e+02;2.20277813e+04;2.65102008e+05;1.51096672e+06;-2.83323632e+03;5.84907829e+04;-1.55033313e+03;5.65938524e+04;-1.02877355e+05;3.73269572e+06;-1.29366682e+05;4.47649344e+06;2.87562923e+04;6.56341576e+05;1.22155326e+05;2.27122098e+06;5.14093260e+04;1.21000758e+06;-1.86643676e+04;4.46310499e+05;-1.09915823e+05;7.02715590e+05;5.41342902e+04;3.19447209e+05;-9.59508998e+00;4.01661715e-01;2.31580127e+01;1.93613529e+00
