m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;p21;p21_err;p22;p22_err;p23;p23_err;p24;p24_err;p25;p25_err;p26;p26_err;p27;p27_err;p28;p28_err;h1;h1_err;h2;h2_err
2;4.38526537e+00;1.37932295e-03;-2.19056341e+01;1.52878264e+00;-3.82286446e+01;6.63617283e+00;5.77343614e+00;1.23164996e+02;2.02897041e+03;1.37806506e+03;-1.05038010e+04;9.85943431e+03;3.95466622e+04;4.74909031e+04;-6.88183055e+04;1.60343168e+05;8.19867320e+03;4.00229584e+05;1.19646224e+05;7.94747298e+05;-6.86465808e+04;1.27315032e+06;-1.15673031e+05;1.37138547e+06;2.26447026e+04;7.54568807e+05;1.19234110e+05;1.55391338e+06;9.54093369e+04;2.19049002e+06;-1.04943545e+05;3.37518094e+06;-1.07181099e+05;4.55428053e+06;-9.26622309e+04;4.70426740e+06;9.43461696e+04;4.84293654e+06;1.72804144e+05;5.01307265e+06;5.86467138e+04;1.82813737e+06;-9.97827054e+04;4.62676660e+06;-1.61722873e+05;3.84789197e+06;7.84198968e+01;3.52361371e+03;-2.68957057e-01;6.87455647e+00;1.71772321e+05;1.86250194e+06;7.33907431e+04;2.84811999e+06;-2.36479155e+05;2.31507323e+06;8.90256072e+04;6.55340982e+05;-8.98474726e+00;3.41477804e-01;2.02858720e+01;1.55596955e+00
