R_untransformed;x_transformed;y_raw;y_fit;residuals;studentized_residuals
8.9002156;0.9999999999999996;25.1370414;25.13704130716652;9.283348134658809e-08;0.690818741852167
8.6350631;0.7131332194496117;23.6337823;23.633797407775607;-1.5107775606537643e-05;-0.5718548686947202
8.5529302;0.6242741643765242;23.1403376;23.14026634008136;7.125991863787817e-05;0.5054343586110308
8.4747716;0.5397148788546994;22.6566226;22.65673641763238;-0.00011381763238205167;-0.39703276313039954
8.394061;0.45239460098332307;22.1414591;22.141418687478815;4.041252118369698e-05;0.1290014516802899
8.3183891;0.37052566016197924;21.6425666;21.642490436655304;7.616334469418007e-05;0.22648281805170375
8.245748;0.29193572232379783;21.1479385;21.148037333191954;-9.883319195580498e-05;-0.2909040237382941
8.1758212;0.21628236815896357;20.6564899;20.65637937647628;0.00011052352371976326;0.3083047943257746
8.1083777;0.14331568025653005;20.1661896;20.166259488530518;-6.988853051836941e-05;-0.1944452023447843
8.0451017;0.0748577837399729;19.6909102;19.691016400510847;-0.00010620051084586635;-0.2921526013495556
7.9836781;0.00840398684266024;19.2144757;19.21432909954379;0.0001466004562118428;0.39329451951983097
7.9244963;-0.05562442108551989;18.7395634;18.739695179371278;-0.00013177937127650807;-0.3528590565902142
7.867566;-0.11721694567709695;18.2678566;18.267890798724824;-3.419872482623987e-05;-0.09152027154965905
7.8134716;-0.1757413283391689;17.8053302;17.804780928765553;0.0005492712344477013;1.5230533923413956
7.761195;-0.23229904489896055;17.3423368;17.342604316986495;-0.0002675169864936322;-0.7048228108316223
7.7101696;-0.28750309624411435;16.8763107;16.876776910985164;-0.00046621098516297366;-1.2664618475796159
7.6609769;-0.3407243612730366;16.4133786;16.413200043410967;0.00017855658903442873;0.4712659701292219
7.6129656;-0.3926674772573798;15.9464486;15.946478712595853;-3.0112595853282187e-05;-0.078159964450482
7.5671594;-0.44222490976601936;15.4878825;15.487663699035588;0.0002188009644115141;0.5688633723708327
7.5218546;-0.491239880846735;15.0207712;15.02066800960799;0.00010319039201078795;0.2688476275271084
7.4781616;-0.5385110558972745;14.5576661;14.557824688094492;-0.0001585880944912077;-0.41783512702796466
7.4345797;-0.5856620325739761;14.0843315;14.084135016501644;0.00019648349835499346;0.5153803822723168
7.3919943;-0.6317349023242153;13.6100847;13.610049914892318;3.478510768140097e-05;0.08951605868994486
7.3502375;-0.6769113150756939;13.1344216;13.135016570889608;-0.0005949708896082484;-1.6194873890340193
7.306293;-0.7244545863550392;12.6251746;12.625200862433921;-2.626243392178651e-05;-0.06751593622278323
7.3063443;-0.7243990852157243;12.6258517;12.625801415107803;5.028489219682797e-05;0.12930589744745033
7.2665006;-0.767505727409238;12.156312;12.156006867661532;0.00030513233846818366;0.8004668366112423
7.2263818;-0.8109099985194282;11.6777364;11.677240908011576;0.0004954919884241349;1.377808530429577
7.186657;-0.8538880035693829;11.1991276;11.199389175840059;-0.0002615758400583701;-0.7207836416207741
7.1498623;-0.8936959523170567;10.7540574;10.755350765004152;-0.0012933650041517808;-5.2011282617978125
7.1452429;-0.8986936513999401;10.7004229;10.6996056436289;0.0008172563710999725;2.4729460157399044
7.105297;-0.9419108631146621;10.2188604;10.218502433031603;0.00035796696839796027;1.2097032733552047
7.0656414;-0.9848140011306874;9.7439551;9.744068196119724;-0.00011309611972265543;-0.31313775144237643
7.0516049;-1.0;9.5771161;9.577177706059176;-6.160605917671091e-05;-0.2393193666581979
7.0602624;-0.9906335065571135;9.6801358;9.680044942130502;9.085786949825092e-05;0.24702243986788755
