m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;h1;h1_err;h2;h2_err
2;9.99753952e+00;1.68822248e-03;2.79301497e+03;7.64623542e+05;-7.54137837e+03;2.04063537e+06;-4.62905915e+03;1.25518258e+06;-3.73880310e+02;1.01297566e+05;5.46035095e+02;1.47233098e+05;-1.15730575e+02;3.06429129e+04;-4.05162845e+00;1.34351811e+03;2.78838150e+02;7.64787161e+04;-8.99851049e+02;2.44025873e+05
