m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;5;0.9999405331645089;162575.3420931228;1982.6261230868633;-533.109789684846;-520.7802490915731;6.391356196915921;115.33492256252487;3.3776575072235158;0.15108564025352864;22.041612455897823;1.635779153011122e-05
3;6;0.9999936742275636;17393.32468283899;214.73240349183936;-726.0582255345233;-711.2627768225958;6.391356196915921;40.687583084177525;1.0754475466607234;0.21364349603901986;20.93472971098718;2.8449930067093817e-05
4;7;0.999998635317659;3766.194763385341;47.077434542316766;-857.4910361722591;-840.229679341677;6.391356196915921;20.530816815696795;0.49097350636717874;0.2749136376858218;19.97863912913417;4.5887419447971015e-05
5;8;0.999999535843557;1315.5154958702342;16.652094884433343;-949.3166478341955;-929.5893828849588;6.391356196915921;13.805177382888445;0.2821859782451668;0.36872962070752124;23.733039881602444;7.021596523376963e-06
6;9;0.9999997401949678;766.9340547629467;9.83248788157624;-997.80189380956;-975.6087207416688;6.391356196915921;12.386266655199485;0.19508922809617513;0.4771488460206483;26.356725539621696;1.8910794207879726e-06
7;10;0.9999998577586597;443.4553422472633;5.759160288925497;-1048.2112400986239;-1023.5521589120781;6.391356196915921;10.691994621521594;0.1329371132499917;0.6627511563645314;25.564008331079563;2.810904710120925e-06
8;11;0.999999979204398;45.65622321557588;0.6007397791523141;-1213.4934194453601;-1186.3684301401597;6.391356196915921;3.3798494261141343;0.050846098295637354;0.9621371945311388;9.701948491134003;0.007820754501065019
9;12;0.9999999835181084;37.69830897659831;0.5026441196879775;-1231.7191115657224;-1202.1282141418674;6.391356196915921;3.1727142765358707;0.04035686443065778;1.0630635617971265;7.927679726259699;0.01899005490070285
10;13;0.9999999842818522;36.14934721931834;0.4885046921529505;-1233.8469436741013;-1201.7901381315917;6.391356196915921;3.1633279941729597;0.03930023175942576;1.1071620722819149;6.981517910128835;0.03047773216203831
11;14;0.9999999847297367;34.618408622004786;0.4742247756439012;-1234.361991707828;-1199.8392780466638;6.391356196915921;3.206783652938583;0.038552815581339495;1.1339075028382544;6.380234799601705;0.04116703765333772
12;15;0.9999999844735872;35.37443623873569;0.4913116144268846;-1230.914723432304;-1193.9261016524854;6.391356196915921;3.1889289914612817;0.03878819512704457;1.1164919358310113;6.892161808408403;0.03187029468249514
13;16;0.999999984456416;35.502697013452476;0.5000379861049644;-1228.8185603161296;-1189.3640304176563;6.391356196915921;3.171501315659242;0.03941244806031463;1.1160180739933052;6.694109024248079;0.03518784698417704
14;17;0.9999999843019323;36.02856018386509;0.5146937169123584;-1225.9581579084816;-1184.0377198913536;6.391356196915921;3.1530769953569404;0.03982883147120653;1.1063731781662778;6.866218242527161;0.032286402220951645
15;18;0.9999999842481206;36.232183890532255;0.5251041143555399;-1223.6604399034836;-1179.274093767701;6.391356196915921;3.146528831468487;0.04001590436796931;1.1031848038088894;6.945532703245234;0.031031068967755437
16;19;0.9999999845283843;35.34304697813344;0.5197506908549034;-1223.2223144333786;-1176.3700601789415;6.391356196915921;3.172215804319478;0.038789166220693616;1.1217026722870225;6.839536756655464;0.032720012725460254
17;20;0.9999999845275933;35.33386926234895;0.5273711830201335;-1221.217866678385;-1171.8997043052934;6.391356196915921;3.164059113437645;0.0391503399936024;1.1271916771188288;6.673305028605808;0.035555781199709056
18;21;0.999999984489154;35.45541438480707;0.5372032482546526;-1219.00199319778;-1167.2179227060337;6.391356196915921;3.1586686719933255;0.039275892323080264;1.1254046743972146;6.692940849297022;0.03520840576837102
19;22;0.9999999843565522;35.929339163753575;0.5527590640577473;-1216.2613942385588;-1162.011415628158;6.391356196915921;3.1357189514107375;0.03978117225102373;1.1199149404724729;6.739735716556122;0.03439418194962756
20;23;0.999999984389818;35.79587817417832;0.5593105964715362;-1214.4465967751635;-1157.730710046108;6.391356196915921;3.143687693940578;0.03967575753279906;1.1213512459176598;6.722823742638225;0.0346862518328812
21;24;0.9999999845480066;35.424468796034844;0.5622931554926166;-1213.3327247342027;-1154.1509298864926;6.391356196915921;3.150707131505115;0.038903120957200166;1.125476893422157;6.79392870694642;0.03347473333692548
22;25;0.9999999847331582;35.05293208481694;0.5653698723357571;-1212.3814875044864;-1150.7337845381217;6.391356196915921;3.152109963465932;0.037837037682576735;1.1313906725629983;6.791177311400725;0.0335208161437633
23;26;0.9999999847081652;35.15966025507392;0.5763878730339987;-1210.2391776137135;-1146.1255665286944;6.391356196915921;3.143236100294544;0.037956975994547726;1.1302151505101947;6.828388127776299;0.03290291366492683
24;27;0.9999999846747474;35.25801327153952;0.5876335545256587;-1208.0492610373144;-1141.4697418336407;6.391356196915921;3.1380552652109373;0.038147208441952074;1.1284221096928213;6.846292151880627;0.032609680855337525
25;28;0.9999999822744494;46.514593336011075;0.7883829378984928;-1193.3903110979527;-1124.3448837756243;6.391356196915921;2.731846884525879;0.0479620582449547;1.1101515443165295;4.951825679198773;0.08408619800183899
26;29;0.9999999835473545;42.526388422806775;0.7332135934966686;-1197.8736251583825;-1126.3622897173996;6.391356196915921;2.810484271837055;0.04413494168628862;1.126999298864662;5.231194186144089;0.0731241137565545
27;30;0.9999999843221511;40.49927697719861;0.710513631178923;-1200.0702849730071;-1126.0930414133695;6.391356196915921;2.7971096820991193;0.04072365891812968;1.1236061421479322;6.88369586755155;0.03200548662731919
28;31;0.9999999847365191;36.71629077700984;0.6556480495894614;-1200.400641864204;-1123.957490185912;6.391356196915921;3.019799454921923;0.03960377751831423;1.1530324444800268;5.86665209391323;0.05321973211652579
