m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;h1;h1_err;h2;h2_err
2;1.50239849e+01;1.34415344e-03;1.13105310e+03;2.19163356e+04;-7.20923087e+01;1.08146419e+04;-1.48736201e+03;2.98479160e+04;2.41300655e+02;1.65891997e+04;8.38599283e+02;5.90594659e+04;-5.52277175e+02;2.52319488e+05;-2.07102336e+03;6.34782543e+05;3.55507777e+03;8.89074305e+05;-4.64773432e+02;5.18346449e+05;-1.82522163e+03;8.36541063e+05;-2.22729169e+03;1.57583468e+06;6.35979990e+03;1.32711099e+06;-4.54955127e+03;5.71203432e+05;1.10947301e+03;1.02124316e+05;7.43121410e+01;1.45864258e+03;-7.52829097e+01;1.49033393e+03
