R_untransformed;x_transformed;y_raw;y_fit;residuals;studentized_residuals
7.5222199;0.0;15.0239886;15.024093304023593;-0.00010470402359352704;-1.1266536988245397
7.5446087;0.01624481928284368;15.2571895;15.256970592166807;0.00021890783319378215;0.8847384980489834
7.5675202;0.032868898152584314;15.4913762;15.491401430307429;-2.52303074290694e-05;-0.08826996068931901
7.5899741;0.04916095255903027;15.7176216;15.717763860366723;-0.00014226036672404518;-0.21699406496950782
7.6135698;0.0662814718522561;15.951985;15.952158839814782;-0.00017383981478147348;-0.0512965174104113
7.6374383;0.08359992880629351;16.1855921;16.185716233143054;-0.00012413314305348422;0.1984252173388204
7.6614785;0.10104296749185972;16.4168041;16.417413481522974;-0.0006093815229739619;-1.7823447519649864
7.6857312;0.11864019148872458;16.6477422;16.647623401096258;0.00011879890374189017;0.6028014776739046
7.7104456;0.13657241481842036;16.8787191;16.87863167197432;8.742802568306729e-05;0.14888997867887452
7.7356227;0.15484036305888338;17.1110357;17.110319788657243;0.0007159113427555042;2.1799914533573985
7.761555;0.17365626775625317;17.345;17.34519567180175;-0.00019567180175172894;-1.2726174077788108
7.7614438;0.1735755834898229;17.344844;17.34419652686588;0.0006474731341192808;1.734167394056232
7.7875083;0.19248740959026853;17.5765835;17.576529662166767;5.383783323509306e-05;-0.3675475786187694
7.8137823;0.21155124426820654;17.8064854;17.80701468188538;-0.0005292818853810388;-2.4259449827477084
7.8405439;0.23096887074750605;18.0379221;18.03804425838212;-0.00012215838211915298;-0.539794186695479
7.8959036;0.2711366475846926;18.5047328;18.50445505218299;0.0002777478170088443;1.5424197805926305
7.9247081;0.2920365572284727;18.7408764;18.741249849964102;-0.00037344996410126896;-0.6091536673970637
7.954046;0.3133234901430604;18.9783186;18.978464356519613;-0.0001457565196112398;0.24545533672337896
7.9840466;0.33509126355551955;19.2167761;19.217036623865507;-0.0002605238655064568;-0.28560912720113474
8.0144668;0.35716348946972354;19.4554858;19.454948875603563;0.0005369243964388204;2.291585133745979
8.0454974;0.37967860815577237;19.693901;19.693589503360677;0.0003114966393233942;0.6552121994421356
8.0770085;0.4025423670398389;19.9315037;19.931506321328786;-2.6213287860343826e-06;-3.2473097306114007
8.1088206;0.4256245248824982;20.169153;20.169179660738582;-2.666073858037521e-05;-0.486376964824572
8.1416233;0.4494254402280866;20.4095744;20.409813654128588;-0.000239254128587163;-0.439257306535277
8.1764099;0.47466582963996024;20.660855;20.66047138666421;0.0003836133357921767;1.5402657366467003
8.2115207;0.5001414514185303;20.9092777;20.909284347683954;-6.647683953531214e-06;0.05404758940640279
8.2463981;0.5254477233069499;21.152457;21.15244943763738;7.562362618784846e-06;0.1380111123154976
8.280907;0.5504866197261276;21.3892185;21.389279393621745;-6.089362174677149e-05;-0.027843446481273484
8.31867;0.5778866193052923;21.6441906;21.644318974707815;-0.00012837470781335014;-0.2111835433479159
8.357168;0.6058199186670671;21.8999958;21.90006653853381;-7.073853381101003e-05;-0.03310976837042536
8.3948166;0.6331369121304086;22.1461611;22.14618586310127;-2.476310126908743e-05;0.011399192761574454
8.435233;0.6624621602036906;22.4062833;22.406194163893765;8.913610623295654e-05;0.22257571780830307
8.4749602;0.6912873399638101;22.6576389;22.657700955091194;-6.205509119538988e-05;-0.5132161289289537
8.5145713;0.7200282801256155;22.9047796;22.90462531180211;0.00015428819789065074;0.16082744916970593
8.553032;0.7479345154303948;23.1410169;23.14085281716714;0.0001640828328604016;0.21449615168152744
8.595549;0.7787839125150373;23.3980898;23.398120758689476;-3.095868947511349e-05;-0.3508935611641573
8.6351068;0.8074861793728798;23.6340856;23.63398221787003;0.00010338212996785501;0.31680193851622007
8.6784717;0.8389507939890513;23.8888999;23.888833169606325;6.673039367299793e-05;0.2540318939230965
8.7219821;0.8705209801948428;24.140731;24.14080535226709;-7.435226709162635e-05;-0.41928275549894395
8.7665316;0.9028451144334366;24.3951522;24.395084878828005;6.732117199348409e-05;-0.12299391693023255
8.8098892;0.93430443233068;24.6392759;24.639098696480243;0.0001772035197582511;0.349662281479448
8.8563467;0.9680129692702509;24.8968202;24.89689951279135;-7.931279134965052e-05;-0.24961877157773854
8.9004316;1.0;25.1381799;25.138125067071577;5.483292842356491e-05;0.15621923374416685
