m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;h1;h1_err;h2;h2_err
2;4.38468710e+00;1.36885528e-03;-5.05444100e+00;3.30176776e-02;-2.55682520e+00;2.95861813e-01;1.71658663e+00;1.12973858e+00;1.80458278e+00;2.21829986e+00;-8.97231732e-01;2.42746798e+00;9.73575599e-01;1.38186882e+00;-3.41050259e-01;3.20486830e-01;-2.10882361e+00;2.75107135e-03;1.11181259e+00;4.51661051e-03
