m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;7;0.9999999871592208;4.050626578375662;0.10947639401015304;-689.3468379554735;-676.8575105180456;3.420861016526796;1.1034591016816364;0.00987169276734079;1.8950251725244112;6.351272946920355;0.1744059453038133
3;8;0.9999999542543145;13.940172899942885;0.3872270249984135;-631.4460920857744;-617.1725750144283;3.420861016526796;2.275086710467278;0.021536822008984657;1.0733606187676834;18.32901603920351;0.0010641212123797955
4;9;0.9999999871776144;4.019395615716397;0.11483987473475421;-685.4099105632661;-669.3522038580018;3.420861016526796;1.1083908264808429;0.009884090934196621;1.9578829421619073;6.375379055164613;0.17281383344856752
5;10;0.9999999890423196;3.4591673667756675;0.10174021666987257;-690.3245941797297;-672.4826978405471;3.420861016526796;1.0258616069513948;0.009363750637746193;2.0120110450475357;9.554291921409487;0.048643544182046576
6;11;0.9999999893567988;3.3957948679976866;0.10290287478780868;-689.6058440925897;-669.9797581194888;3.420861016526796;1.024991778344031;0.008710962862828353;2.038650781496899;9.67750527722574;0.04622495598661714
7;12;0.9999999893287893;3.37284002498135;0.10540125078066719;-687.4902023309329;-666.0799267239138;3.420861016526796;1.0336294546107183;0.00906625464356381;2.1548668732925016;9.666037569526718;0.046445108940348444
8;13;0.9999999893209612;3.3218116202174834;0.1071552135554027;-685.4579370405295;-662.2634717995921;3.420861016526796;0.9815002831459196;0.008910419443520112;2.0438168845031877;10.43127355584993;0.03375696204991116
9;14;0.9999999892566778;3.2821982095274125;0.10940660698424708;-683.1938685817314;-658.2152137068757;3.420861016526796;0.9531293309805733;0.008892106712830028;2.041906608374542;10.828840036940592;0.028556478963436105
10;15;0.9999999891820077;3.3280318230243764;0.11475971803532332;-680.889110330876;-654.126265822102;3.420861016526796;0.9676719925195698;0.008996169644694518;2.030138413801437;10.384653167332658;0.03442350352399962
11;16;0.9999999891718214;2.445372154793725;0.0873347198140616;-678.8476990698317;-650.3006649271396;3.420861016526796;0.855470400654923;0.009576913085997063;2.076057476184102;11.574426154032949;0.02081310037287718
12;17;0.9999999893168702;3.273351317520838;0.12123523398225326;-677.4410841835355;-647.109860406925;3.420861016526796;0.9525798544203212;0.008883354772443397;2.06206014660389;11.017608109120888;0.026366834588148987
