m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;h1;h1_err;h2;h2_err
2;6.22529166e+00;8.73791614e-05;3.18593436e+00;1.36998196e-01;1.98048952e+00;1.87992216e-01;3.65250911e+00;1.82528661e-01;3.22693800e-01;6.38025331e-02;-6.97343955e-01;2.17560460e-02;6.89875116e-01;7.44868483e-03
