m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;10;0.9999999835536305;38.502857156559486;0.500037105929344;-1235.906818175187;-1211.2477369886412;4.70609341959844;3.0553118810328073;0.040033327778354;1.0507434461573493;26.690262731470654;0.0003788743732751463
3;11;0.9999999835448571;38.50223464811061;0.5066083506330343;-1233.8604200874843;-1206.7354307822839;4.70609341959844;3.056476366701588;0.040014458395210895;1.0502426083196537;26.70581764002106;0.000376445081568851
4;12;0.9999999850879665;31.827806758633535;0.4243707567817805;-1240.4272718951224;-1210.8363744712674;4.70609341959844;3.457841122479266;0.03781879586042791;1.1992611404637317;18.86461610434121;0.008622190343439851
5;13;0.9999999850163623;30.823354567049044;0.41653181847363574;-1238.0105179857117;-1205.953712443202;4.70609341959844;3.5821337584831525;0.03816345711133273;1.2127733668028262;16.63003346433837;0.019944032057862104
6;14;0.9999999866887589;17.40401809477995;0.23841120677780753;-1246.3069599976059;-1211.7842463364418;4.70609341959844;4.650235239950007;0.028001611689044914;1.5535902208531116;6.2341474622945565;0.5126908424733596
7;15;0.9999999850092255;32.28980748557368;0.4484695484107456;-1233.969088488702;-1196.9804667088833;4.70609341959844;3.438258306159625;0.038593693364517456;1.1969587881996315;19.053847817345947;0.008020319959897689
8;16;0.9999999867479092;17.42558233444809;0.24543073710490268;-1242.6944183683477;-1203.2398884698744;4.70609341959844;4.602525236128585;0.02802637480368997;1.5333639808172164;6.33775149373898;0.500911098975247
9;17;0.9999999867803098;17.359782915966665;0.2479968987995238;-1240.9073882564492;-1198.9869502393212;4.70609341959844;4.609403465316575;0.02768240961303814;1.5440252334765394;6.366587775115463;0.4976549339451777
10;18;0.9999999867627877;17.347780041460386;0.2514171020501505;-1238.7921500579018;-1194.4058039221193;4.70609341959844;4.623434140286875;0.027584810902925305;1.5486912658393872;6.3258414400552105;0.5022588746896779
11;19;0.9999999867851003;17.344351345526626;0.25506399037539157;-1236.9389206754204;-1190.0866664209832;4.70609341959844;4.611245339889436;0.027570935004606056;1.5455710896333448;6.368979593960691;0.4973853021013497
12;20;0.9999999866816088;17.399403028022167;0.25969258250779353;-1234.2602410320571;-1184.9420786589656;4.70609341959844;4.657301030622563;0.02784025056694972;1.559698976322291;6.259132065344667;0.5098387328563632
13;21;0.9999999867242448;17.373057209885722;0.26322813954372304;-1232.539200028046;-1180.7551295362998;4.70609341959844;4.647869438153762;0.027689737335323983;1.5617985481692283;6.3048179862064275;0.5046420506441955
14;22;0.999999986765768;17.352277093056358;0.26695810912394397;-1230.8117394898425;-1176.5617608794416;4.70609341959844;4.623216158035959;0.027553416767430505;1.5490132772477838;6.330901954525416;0.5016860061811425
15;23;0.9999999867634368;17.351639384169065;0.27111936537764164;-1228.7964162016963;-1172.0805294726408;4.70609341959844;4.624758692841624;0.02753213447201297;1.5476408035193134;6.307341204835687;0.504355748554357
16;24;0.9999999867106433;17.318167120944825;0.2748915416022988;-1226.4501100556638;-1167.2683152079537;4.70609341959844;4.659626863723787;0.027932958089460058;1.5702290991673442;6.3060048947017036;0.5045073663600316
17;25;0.9999999865234664;17.562331233564002;0.28326340699296776;-1223.2332889693705;-1161.585586003006;4.70609341959844;4.709862091967665;0.02861936639216278;1.5761447504520716;6.167539324751058;0.5203287167092602
18;26;0.9999999867476145;17.45352723911599;0.2861233973625572;-1222.692482953778;-1158.5788718687588;4.70609341959844;4.611407140950874;0.02762149440481565;1.5335511758514457;6.260175853854626;0.5097197346145141
19;27;0.9999999867488587;17.362035321440352;0.2893672553573392;-1220.7006513758383;-1154.1211321721646;4.70609341959844;4.6302163566220855;0.027661410503634798;1.5457731996451731;6.274254541188118;0.5081159028562907
20;28;0.9999999867425889;17.331761881770714;0.2937586759622155;-1218.6594973005654;-1149.614069978237;4.70609341959844;4.6508817135002545;0.02756488121035794;1.5598999446365354;6.257975584744596;0.5099705932721817
21;29;0.9999999865384247;17.283653131555543;0.2979940195095783;-1215.3299079303947;-1143.8185724894117;4.70609341959844;4.67059174519413;0.029002135337534263;1.6155868740850707;6.16727614882369;0.5203589918414389
22;30;0.9999999867572347;17.340943789416556;0.3042270840248519;-1214.7556607197853;-1140.7784171601477;4.70609341959844;4.635378078116759;0.027704727334937118;1.557762772422542;6.318680758946675;0.5030700086914033
23;31;0.9999999865929637;17.429083573662925;0.3112336352439808;-1211.6831012653738;-1135.2399495870818;4.70609341959844;4.706187393706429;0.02842515595638684;1.585198646724133;6.207018741649554;0.5157957071107953
