m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;h1;h1_err;h2;h2_err
2;5.96791273e+00;4.73045974e-05;1.06469177e+01;6.97371634e-01;2.58204482e+01;2.30163633e+00;5.49342854e+01;1.25574263e+00;1.59728837e+02;2.33398050e+01;-5.04412299e+02;8.55079518e+01;8.40703268e+02;1.49565011e+02;-8.12110723e+02;1.42861999e+02;4.22554594e+02;7.21135501e+01;-9.15601906e+01;1.51135409e+01;-1.14719153e+00;1.17688580e-01;4.71929341e+00;9.71538812e-02
