m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;h1;h1_err;h2;h2_err
2;6.22532640e+00;8.85955029e-05;1.21886153e+01;9.65097598e-01;3.12197922e+01;3.32486980e+00;6.11258794e+01;9.55468407e-01;1.51564066e+02;2.87064583e+01;-5.17397051e+02;1.06756389e+02;8.85319117e+02;1.86183629e+02;-8.63524533e+02;1.77174082e+02;4.51012869e+02;8.91656074e+01;-9.79024632e+01;1.86446038e+01;-8.90266785e-01;1.55965332e-01;4.77017706e+00;1.28088399e-01
