m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;12;0.9999999993232864;372.5105173262732;19.6058167013828;-523.712923478466;-506.50507702464427;5.6728787400471035;0.4259754127371451;0.003012842652977632;2.1616131385366035;10.648748350386445;0.3005556470323608
