complexity_level;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
5;6;0.9999842929046359;37025.1885597444;468.67327290815695;-629.4184440725896;-614.7625365336478;6.307777856512848;106.50972981361929;1.4653550571656124;0.2669975575226828;54.963984377917086;1.3278232778882372e-10
6;7;0.9999909053600781;22081.17241418831;283.0919540280552;-673.8647666010733;-656.766207805641;4.24632199868427;57.85613347134255;1.262089117851196;0.23930502857676925;47.80100581960386;1.2948801820576284e-08
7;8;0.9999991401912198;2044.7168627295466;26.554764451033073;-872.3568576994678;-852.8156476475452;4.744305770608823;18.27804256328136;0.38597547468562166;0.2623730633086523;43.61767982391485;2.53400598378434e-07
8;9;0.9999996719949583;740.7154270989269;9.746255619722723;-952.2697458117512;-930.2858845033384;6.444080587735122;14.576966980794914;0.21855599253047142;0.5226195695810949;57.096911626540745;1.7240089508414782e-09
9;10;0.9999998301379982;373.99731815034045;4.986630908671206;-1006.2033690396306;-981.7768564747274;4.140487610000927;7.00560371973058;0.17192046272611794;0.5130194159266847;46.5215358149087;4.817811138142454e-07
10;11;0.999999977776893;49.80822451506166;0.6730841150684008;-1177.0809375268555;-1150.211773705462;3.817847602728783;2.9413414629022583;0.058850416670323646;0.7866134856024689;18.04835781143344;0.05415337215351784
11;12;0.9999999827072785;37.5768743434612;0.5147517033350849;-1196.402925265989;-1167.0911101881054;4.899341591535965;2.887961015593632;0.04991556532820862;1.0597341986310733;28.31742230684858;0.002893796285334751
12;13;0.9999999899450863;22.09976722533203;0.30694121146294484;-1240.491986524035;-1208.7375201896607;4.8447332664353615;2.4885052226597537;0.03717876858050406;1.2422216065314764;9.937647555320499;0.621430886783493
13;14;0.9999999929047604;14.678579633964592;0.2067405582248534;-1268.126162351276;-1233.9290447604114;5.099667466254389;2.1589100686760787;0.02862821435599816;1.6064465434778252;18.16964961554629;0.1511835590091424
14;15;0.9999999931582119;14.226014205567372;0.20322877436524817;-1269.2180338484468;-1232.578265001092;5.196631837734407;2.16283567915454;0.029111930034166456;1.6325565200660332;16.56267301629119;0.2802324890050194
15;16;0.9999999942997783;11.338469895812667;0.1643256506639517;-1282.7342772325048;-1243.6518571286597;5.161357612652953;1.9529951506331855;0.027045686167482152;1.9152406467972949;18.31920839556818;0.2462558508911809
16;17;0.9999999943940344;11.154386459132134;0.16403509498723726;-1282.1515470298052;-1240.6264756694698;4.999747885262958;1.883515627854493;0.026406578714547102;1.9305937419640846;21.720576595647778;0.15244505855828844
17;18;0.9999999948512186;10.158478819346659;0.15161908685592027;-1287.3826040738486;-1243.4148814570228;5.427280071512526;1.950081819030558;0.02456391176795325;2.033777101869169;20.071484332317446;0.270589310690692
18;19;0.999999995014607;9.920481126277519;0.15031032009511391;-1288.123669135267;-1241.7132952619509;5.289317661557654;1.909134762144049;0.02413637859694351;2.0830718835074835;19.608770765325822;0.3552705486904392
19;20;0.9999999950314623;9.878999879496147;0.15198461353070997;-1286.411534740239;-1237.5585096104326;5.201266704002253;1.8744480860863888;0.024139857470662385;2.0981896439064442;22.450903467543117;0.2623933627734501
20;21;0.9999999950224335;9.878900026328582;0.1543578129113841;-1284.2572151213856;-1232.9615387350889;5.292914165035641;1.8685720646001158;0.024185096217911983;2.0993204120748143;23.709852467163334;0.2552962113426941
21;22;0.9999999952684615;9.487053052151825;0.1505881436849496;-1286.5659243905618;-1232.8275967477748;5.193388588063691;1.824175243617887;0.024105088556924947;2.155842868395815;22.794049379067452;0.35505684788109126
22;23;0.9999999954715727;8.719983368594681;0.14064489304184968;-1288.2953600260064;-1232.114381126729;4.883955942192397;1.6581160894109104;0.02367093552840327;2.2328048514630807;27.38175392837196;0.19708453009901644
23;24;0.9999999954848914;8.682583787961478;0.1423374391469095;-1286.5457238376398;-1227.9220936818722;4.959226277134496;1.690057331240169;0.023649335572756947;2.230631530332303;27.769876918031226;0.22460906855406237
24;25;0.9999999954474549;8.791480888277427;0.14652468147129044;-1283.8438608137294;-1222.7775794014715;4.947591924131459;1.677553858636216;0.02376959537361767;2.22716414185985;28.16264765456294;0.25323939752346286
25;26;0.9999999956094839;8.493697066851293;0.14396096723476767;-1284.924232354206;-1221.4152996854577;4.698929119741353;1.6906623833268242;0.022857334575870247;2.2429041989010607;28.49699264456085;0.28548724477115733
26;27;0.9999999957062173;8.277971515781761;0.14272364682382346;-1284.8179219466247;-1218.8663380213861;4.461565089834998;1.6523822650196252;0.02200990722557794;2.2490527996584104;30.084202732774767;0.26413724681909884
27;28;0.9999999956517689;8.442691050165857;0.14811738684501505;-1281.7468341166582;-1213.3525989349293;24.12777266242868;1.6863540508662567;0.022726567175410217;2.2538284780030153;30.910946427788772;0.2748108699866067
28;29;0.9999999957811997;8.164469564624774;0.14579409936829954;-1282.3153912820155;-1211.4785048437964;110.5315070593738;1.588390160227604;0.02232978593902235;2.287494426197578;32.55472082041513;0.25252768073953435
29;30;0.9999999957650167;8.199627498817348;0.1490841363421336;-1279.989961831567;-1206.7104241368575;877.1604551269917;1.6115124499638256;0.022076862345893566;2.275630111217923;34.86772966513953;0.20891601053682737
30;31;0.9999999957775201;8.18348378903903;0.15154599609331537;-1278.2412859335038;-1202.519096982304;2786.6993746651538;1.5835198445000032;0.022342237962994282;2.2910138224087424;35.363327137038226;0.22966071403125898
