m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;p21;p21_err;h1;h1_err;h2;h2_err;h3;h3_err;h4;h4_err;h5;h5_err;h6;h6_err;h7;h7_err;h8;h8_err;h9;h9_err
2;4.67218999e+00;8.42608394e-04;-2.68402576e+01;1.98265271e+00;-3.34794077e+01;1.01563030e+01;1.63937063e+01;2.09407283e+02;2.70866362e+03;2.73776361e+03;-1.60441906e+04;2.19831646e+04;6.95216426e+04;1.17599568e+05;-1.60746373e+05;4.26381217e+05;1.41692705e+05;1.03923048e+06;1.17140681e+05;1.61317887e+06;-2.95070760e+05;1.31575242e+06;-4.58591391e+02;5.54908260e+03;2.59696492e+05;8.90379034e+05;1.30792618e+05;1.14077832e+06;-4.43034406e+05;1.70758276e+06;7.11247931e+04;6.13833494e+05;1.17444539e+05;1.20909864e+06;1.83042153e+05;1.02123501e+06;-1.53100613e+05;1.21845743e+06;-1.73388231e+05;1.21768602e+06;2.05901279e+05;5.54341451e+05;-5.68161549e+04;1.02311597e+05;-9.59511750e+00;4.15426537e-01;2.31942016e+01;2.00085728e+00;;;;;;;;;;;;;;
3;4.67209568e+00;8.42812795e-04;-1.43327476e+01;6.52648443e+01;-3.45362962e+01;1.85389453e+02;2.19683880e+02;5.36823604e+02;-5.66179244e+02;3.38479466e+03;2.87101478e+03;1.67675676e+04;-3.28678287e+03;7.44487128e+04;-4.51073287e+03;2.06128157e+05;9.23888032e+03;3.92718041e+05;4.58259677e+03;4.46788747e+05;-1.34922320e+04;5.35119492e+05;-2.37615882e+03;4.28452910e+05;6.42584151e+03;5.24194953e+05;6.89450760e+03;5.84231573e+05;9.58371320e+01;1.14327790e+04;-4.01796859e+03;4.33833317e+05;-9.39908657e+03;7.07532170e+05;-4.35698757e+01;4.62010031e+03;1.22756727e+04;4.69756872e+05;2.96711099e+03;3.80371812e+05;-1.22959666e+04;3.73321410e+05;4.61098574e+03;1.14891387e+05;-6.98089709e+00;1.39575667e+01;1.59632686e+01;9.34776060e+01;-4.04491183e+00;1.92293526e+02;;;;;;;;;;;;
4;4.67214720e+00;8.42135100e-04;-3.98190498e+01;1.84823140e+01;6.43140828e+01;1.08647179e+02;1.43350771e+02;1.92800531e+02;-4.23113440e+02;2.29160305e+03;1.30843387e+02;9.77985195e+03;4.46859476e+03;3.55731905e+04;-3.16396783e+03;6.29315410e+04;1.91732572e+02;6.13444561e+04;1.60012533e+03;3.08824026e+05;-3.22045865e+03;4.66439739e+05;1.63669466e+03;3.03460250e+05;3.01143580e+03;3.96920963e+05;-3.24902030e+03;4.20694021e+05;1.02508812e+03;2.18609228e+05;-1.60710492e+03;2.48790215e+05;6.15684241e+02;1.58624858e+05;1.59894421e+03;2.92618962e+05;-5.47834190e+02;2.22174689e+05;-9.03814797e+02;2.17916325e+05;5.22294065e+02;1.23802117e+05;-5.16262144e+01;3.03399878e+04;-1.24061447e+01;3.97469843e+00;5.68653597e+01;3.96114394e+01;-1.29914885e+02;1.29538485e+02;1.56339215e+02;1.45943576e+02;;;;;;;;;;
5;4.67230207e+00;8.42688457e-04;-1.13760042e+02;2.98663988e+01;3.08838632e+02;2.73886131e+02;2.67693941e+02;7.89628842e+02;-1.17427507e+03;2.84204727e+03;-4.89975778e+02;9.58703009e+03;1.43880964e+04;3.44473116e+04;-1.79858552e+02;7.22951483e+04;-8.97429125e+03;2.96202123e+05;-4.14075325e+03;8.00226105e+05;2.14933570e+03;1.19182817e+06;8.65225904e+03;1.52964103e+06;5.72515490e+03;2.61978336e+06;-7.76433616e+03;3.09945304e+06;-6.32943230e+03;1.75893348e+06;-1.27346635e+03;5.03324492e+05;1.37680591e+03;5.38446926e+05;5.22259345e+03;1.54969715e+06;6.19524044e+03;1.30578725e+06;-4.53745896e+03;1.51275014e+06;-6.92097852e+03;1.21949972e+06;4.30017697e+03;3.24228577e+05;-2.82120317e+01;6.39074635e+00;1.69654325e+02;7.46914741e+01;-4.45043814e+02;3.96504240e+02;5.67050698e+02;1.01259328e+03;1.77140517e+00;1.35882833e+03;;;;;;;;
6;4.67212214e+00;8.42019727e-04;-3.69741122e+01;2.66187876e+02;3.89186059e+01;1.97600861e+03;1.99290987e+02;2.63182922e+03;-4.41025699e+02;8.68808777e+03;4.30735887e+02;3.18070455e+04;2.71320049e+03;5.14107073e+04;5.22782995e+02;5.99438787e+04;-2.29428255e+02;4.69635069e+04;-1.51187007e+03;1.15918116e+05;-9.73523704e+02;2.50256561e+05;1.93770754e+03;2.57978241e+05;1.06962772e+03;3.65085230e+05;-8.52199257e+02;2.38053823e+05;-8.36525077e+02;1.58552020e+05;3.56003571e+02;1.44873106e+05;-2.07655576e+02;7.41050820e+04;-1.27644167e+01;7.34868965e+03;2.66363452e+02;5.43932712e+04;6.30462494e+01;3.89597747e+04;6.83156790e+01;4.23808798e+04;-1.41862121e+02;1.62183172e+04;-1.18007496e+01;5.69838529e+01;4.92342660e+01;6.44863085e+02;-9.41484793e+01;2.78537445e+03;7.61627815e+01;6.21242009e+03;8.39302375e+01;7.33382543e+03;-7.83744296e+00;2.62503482e+03;;;;;;
7;4.67217093e+00;8.42655369e-04;-2.92420237e+01;7.60155095e+01;-2.94842307e+01;6.24741441e+02;2.90062344e+02;1.72348597e+03;1.97690554e+02;3.91680775e+03;-2.81539697e+03;2.16320777e+04;1.18754488e+04;1.02429744e+05;-5.00454356e+03;3.40078890e+05;-6.33126890e+03;4.02630579e+05;7.35757195e+02;1.21047166e+05;-3.17856756e+03;4.20199093e+05;1.79834747e+03;3.88475018e+05;1.29589176e+03;3.17905905e+05;9.37817697e+02;1.43944720e+05;1.92798578e+03;4.78086608e+05;-1.99340406e+03;2.32859978e+05;-8.86175565e+03;8.05265285e+05;7.18218056e+03;7.55704838e+05;3.14308928e+03;4.38873358e+05;3.82876707e+02;9.46726704e+04;-5.56136799e+03;1.13380284e+05;2.41443196e+03;4.12686997e+04;-1.01359936e+01;1.62663100e+01;2.76625998e+01;1.95115741e+02;9.54210703e+00;9.57713062e+02;-1.75404170e+02;2.82525728e+03;4.19573579e+02;5.40047420e+03;2.97139886e+01;7.17410121e+03;-3.66347572e+02;2.73933749e+03;;;;
8;4.67200209e+00;8.42724721e-04;-2.17604336e+01;1.05253039e+02;-9.15847722e+01;2.16695722e+03;4.15544305e+02;1.27297713e+04;3.77244773e+00;1.14498457e+03;-1.00134904e+03;3.69490473e+04;5.60635301e+03;1.29044707e+05;-1.15626484e+03;2.35023960e+05;7.57052674e+03;7.39705172e+05;6.33916620e+03;1.33972310e+06;-6.85294126e+03;1.74123261e+06;1.98123588e+03;8.51894108e+05;3.53363234e+03;1.51243340e+06;-3.22408680e+03;9.82488545e+05;1.95363141e+03;6.24955547e+05;4.63638987e+03;9.99291524e+05;3.30561343e+02;1.60799167e+05;-1.01733845e+04;1.07151232e+06;2.34065516e+02;1.19683301e+05;2.41029594e+03;1.41934699e+06;7.14226561e+03;1.84835806e+06;-4.76358347e+03;7.00066786e+05;-8.55080118e+00;2.25527721e+01;8.89714794e+00;3.75215617e+02;8.94045567e+01;4.25014509e+03;-3.31110915e+02;1.42507251e+04;5.57120645e+02;2.61834275e+04;-7.84633062e+01;1.58657492e+04;-1.80930837e+02;1.60048775e+04;5.34455199e+02;3.41506302e+04;;
9;4.67212706e+00;8.42227081e-04;-3.55886636e+01;1.27213204e+02;2.42307057e+01;7.88464984e+02;2.45657269e+02;8.93105225e+02;-4.45282252e+02;7.37542865e+03;6.14442905e+01;1.31504078e+04;4.00051646e+03;6.39617202e+04;-1.07681893e+03;2.03494927e+05;4.65727634e+02;1.76371149e+05;2.24582279e+03;3.97483719e+05;5.33185433e+02;2.54305670e+05;2.05103274e+03;3.26449432e+05;-1.05160630e+02;2.86614595e+04;-1.59836706e+03;3.06058934e+05;2.71368148e+02;1.25124356e+05;9.59291860e+02;2.97049580e+05;-4.14109240e+02;2.26926215e+05;-5.68094223e+02;2.56566344e+05;2.06528204e+02;1.42445871e+05;-5.85448233e+02;3.47700275e+05;1.54220032e+03;3.77090583e+05;-7.86489452e+02;1.32021102e+05;-1.15037300e+01;2.72258405e+01;4.49152411e+01;2.74067591e+02;-6.85270842e+01;8.94265375e+02;-8.10276853e+00;1.70051905e+03;2.49518318e+02;6.04748030e+03;-1.70355615e+02;1.32318829e+04;2.39379414e+01;9.82946134e+03;1.68564162e+02;1.37103452e+04;4.88697008e+01;1.36417663e+04
