m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;h1;h1_err;h2;h2_err
2;1.54825981e+01;5.32384878e-05;6.95987870e+01;1.85254708e+01;6.10295843e+01;8.85079456e+00;2.92210594e+00;1.13252594e+01;-8.05018631e-02;3.27657665e+00;2.05529222e-01;6.06100928e-01;3.79222404e+00;1.19672158e+00;1.45936305e+00;7.30920129e-01
