m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;h1;h1_err;h2;h2_err
2;1.54817537e+01;3.71069414e-05;-3.63040370e+01;2.92028198e-01;-1.57324650e+01;3.13979284e-01;3.44088470e+01;3.78796169e-01;-1.03795481e+01;1.14934615e-01;1.88940325e+00;2.35206613e-02;-3.12708289e+00;1.88464202e-02;1.69394947e+00;2.72684569e-02
