m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;7;0.9999999384424342;176.6668315682761;2.208335394603451;-1127.0783013162672;-1109.816944485685;3.8971246233677763;3.3547802498805623;0.10210419192028652;0.5090699465917122;21.16760450740233;0.0002933352254321827
3;8;0.9999999381896417;176.4755820398087;2.233868127086186;-1124.7217584844725;-1104.9944935352357;3.8971246233677763;3.365020487017034;0.10251289052321333;0.500077487054274;19.21375454317657;0.0007134667797883844
4;9;0.999999973040426;65.0167002193281;0.8335474387093347;-1194.9084838069994;-1172.7153107391082;3.8971246233677763;2.7843686350248475;0.06208973144911223;0.7042996988663194;15.192172734450786;0.004318792882491783
5;10;0.9999999831080095;39.22040619285283;0.5093559245825042;-1233.580889170138;-1208.9218079835923;3.8971246233677763;3.0489027121483048;0.04203782146624313;1.0257610836712427;17.487208069633;0.0015538913256508895
6;11;0.9999999840795105;37.17608546446191;0.4891590192692357;-1236.7341296091338;-1209.6091403039334;3.8971246233677763;3.0988265558846706;0.03901604519633306;1.0819887788280758;16.95149895881318;0.0019753421979803844
7;12;0.9999999842853118;36.29614744979266;0.4839486326639022;-1235.8660944512815;-1206.2751970274264;3.8971246233677763;3.1500610199142187;0.03859096027466791;1.0994357533326602;16.4738495172795;0.002444986330883803
8;13;0.9999999843795202;36.213367524478215;0.4893698314118678;-1234.3892228292498;-1202.33241728674;3.8971246233677763;3.1426706721013886;0.03844184346269408;1.105760054184102;16.38815960460098;0.0025401807853998363
9;14;0.9999999849387616;33.068936672549285;0.45299913250067514;-1235.5611047269022;-1201.0383910657379;3.8971246233677763;3.304545290029992;0.03807286292425349;1.1759690790043134;13.917200866395042;0.00756405941099425
10;15;0.9999999845296341;35.33517175352008;0.49076627435444553;-1231.2293423553367;-1194.240720575518;3.8971246233677763;3.1875526365308104;0.03854100328145993;1.1184504230384207;15.946634047920941;0.003091615140653468
11;16;0.9999999852506108;32.10395175494299;0.45216833457666183;-1233.3813866711198;-1193.9268567726465;3.8971246233677763;3.361997628774205;0.03692125701168525;1.1830861180970935;13.326474685697614;0.009785996744696294
12;17;0.9999999850049606;31.29006969748476;0.4470009956783537;-1229.9443402957363;-1188.0239022786084;3.8971246233677763;3.518732892919374;0.03824299695712874;1.191405517148153;11.39113792178416;0.022502631919706292
13;18;0.9999999852569653;31.225356767880143;0.4525414024330455;-1229.4188771406377;-1185.0325310048552;3.8971246233677763;3.472323033431479;0.036809903150820666;1.1940817442143008;12.022315610879819;0.017186089829512394
14;19;0.9999999847388731;31.030149272934416;0.45632572460197673;-1224.4140599323414;-1177.5618056779042;3.8971246233677763;3.6029596152467036;0.03794103691962025;1.1925978811250735;10.825478161107185;0.02859702500890283
15;20;0.9999999857671482;19.60976812286411;0.29268310631140465;-1228.4828383781453;-1179.1646760050537;3.8971246233677763;4.782482566362489;0.03130849468251817;1.5417511235948853;3.539790584798426;0.47185394799606817
16;21;0.9999999863129628;18.201459074668712;0.27577968294952593;-1229.884852152976;-1178.1007816612298;3.8971246233677763;4.7563403682442384;0.028883173361205827;1.5774708375264215;3.6260228362475613;0.4589767014543691
17;22;0.999999987749647;16.831137538473037;0.2589405775149698;-1237.5326691799767;-1183.2826905695758;3.8971246233677763;4.294667093331483;0.030670980216274124;1.656359777785844;3.961887422703379;0.4111883983758209
18;23;0.9999999851906622;21.401311040098065;0.33439548500153227;-1219.0284937974293;-1162.3126070683738;3.8971246233677763;4.784876504043467;0.0343587106936285;1.4882805835294046;3.687264394962519;0.4499809548433581
19;24;0.9999999850864607;21.03991251742327;0.33396686535592496;-1216.41848712274;-1157.23669227503;3.8971246233677763;4.780068246910574;0.03491125600047251;1.476172614969897;3.6530693127544076;0.454988471331386
20;25;0.9999999850729732;21.1996788932477;0.3419303047298016;-1214.339841907728;-1152.6921389413633;3.8971246233677763;4.781283495244537;0.034958220934326434;1.4766051695913935;3.6299697820643964;0.45839317760112985
21;26;0.99999998513679;21.275460707746653;0.3487780443892894;-1212.7125865180421;-1148.598975433023;3.8971246233677763;4.795282085618524;0.03461090958269164;1.486994159594528;3.6539874116604456;0.4548535165246077
22;27;0.999999985355829;20.537796497194023;0.34229660828656705;-1212.0042455417235;-1145.4247263380498;3.8971246233677763;4.793670699864805;0.03361019485772321;1.5114490181989588;3.7207271460891813;0.44511845872877387
23;28;0.9999999846663422;23.944853034307407;0.4058449666831764;-1206.0015588822594;-1136.956131559931;3.8971246233677763;4.613467773468827;0.03629779439987768;1.3904365790553272;4.254116364533789;0.3727059539113976
24;29;0.9999999848795997;21.19964337288706;0.3655110926359838;-1205.2200307401804;-1133.7086952991974;3.8971246233677763;4.781815511472942;0.03553838540510945;1.4832373732816246;3.6691516075460657;0.4526285326653824
25;30;0.9999999845449921;23.139551475231;0.40595704342510525;-1201.3157531129443;-1127.3385095533067;3.8971246233677763;4.718821280219387;0.03672870154330088;1.4433315528327766;3.8355205124889213;0.4287231227976861
26;31;0.9999999847070349;21.59436704868038;0.38561369729786393;-1200.2327474461833;-1123.7895957678913;3.8971246233677763;4.777225667353946;0.03609176910454881;1.4715614624704123;3.654778965077187;0.4547371856230552
