m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
2;14;0.9999999848448571;32.2067493183144;0.44118834682622465;-1235.0203571317768;-1200.4976434706127;4.410077176264338;3.4078386667193428;0.03815054297747622;1.1826164299961002;29.609472879997632;0.0018243234389351808
3;15;0.9999999848838282;32.34490277291894;0.4492347607349853;-1233.2443638618379;-1196.2557420820192;4.410077176264338;3.3912655328478536;0.03838649225954249;1.1834840932983774;29.83865904017603;0.0016796911135810845
4;16;0.9999999867528783;17.350579101244207;0.2443743535386508;-1242.7270455777011;-1203.2725156792278;4.410077176264338;4.632161611750618;0.02754372285480322;1.5539031491158302;9.450575333469132;0.5803763003768314
5;17;0.9999999867068862;17.39216825695189;0.24845954652788416;-1240.4255172034652;-1198.5050791863373;4.410077176264338;4.642816076973588;0.027736860134442765;1.550648070111683;9.356210554137501;0.5890487114801233
6;18;0.9999999867779957;17.34629879706285;0.2513956347400413;-1238.8921601350849;-1194.5058139993023;4.410077176264338;4.614210438790067;0.02755866157896758;1.5453448336193838;9.49182008494038;0.5765916738123706
7;19;0.9999999867572485;17.345177132596422;0.25507613430288856;-1236.755752298557;-1189.9034980441197;4.410077176264338;4.629259720569934;0.027570986412139398;1.5516528043079614;9.441217917410262;0.5812354683418692
8;20;0.9999999867366791;17.358141658488226;0.25907674117146606;-1234.6207234348249;-1185.3025610617333;4.410077176264338;4.637249078768946;0.02771172404545208;1.5519134271259352;9.382536358617479;0.586627553376783
9;21;0.9999999866461261;17.448349903790113;0.26436893793621385;-1232.0287641948705;-1180.2446937031243;4.410077176264338;4.666231407554733;0.027860354214384486;1.5600824041817432;9.311586264672492;0.5931554896836913
10;22;0.999999986640262;17.448127031396623;0.26843272355994807;-1229.9905684225907;-1175.74058981219;4.410077176264338;4.675561530948613;0.027836354571039834;1.565977980652276;9.295542953991676;0.5946327288888607
11;23;0.9999999866861047;17.38532334797548;0.27164567731211686;-1228.289614252139;-1171.5737275230836;4.410077176264338;4.656876636191853;0.027860232780421157;1.5588187757702239;9.349037165441636;0.5897086549180157
12;24;0.9999999867608175;17.34125625678048;0.2752580358219124;-1226.7792019508313;-1167.5974071031212;4.410077176264338;4.629191823768863;0.027542634333490135;1.552545432397074;9.451955028759095;0.5802496372955679
13;25;0.9999999866852894;17.378749175330796;0.28030240605372253;-1224.2842871397736;-1162.6365841734091;4.410077176264338;4.666450604917216;0.028020379329256606;1.5735701980287564;9.416074737654217;0.5835449547100321
14;26;0.9999999865669839;17.47623501168457;0.28649565592925524;-1221.5146773108113;-1157.4010662257922;4.410077176264338;4.703380555035608;0.028612636300333172;1.591929448944467;9.390639985265196;0.5858825283949429
15;27;0.9999999864845337;17.65702739687838;0.294283789947973;-1218.9823145815499;-1152.4027953778761;4.410077176264338;4.7160644491164305;0.02880396297385257;1.5802278637566896;9.251528011990885;0.5986874215554348
16;28;0.9999999865059122;17.441658361788708;0.2956213281659103;-1217.1200379285206;-1148.0746106061922;4.410077176264338;4.7339425988646155;0.02877599364876371;1.6036681760337579;9.319662282096427;0.592412013309533
17;29;0.9999999859713733;29.756690238580532;0.5130463834238023;-1211.740231324683;-1140.2288958837;4.410077176264338;3.476697059522138;0.03538290485142337;1.3666888030291247;26.220949826965523;0.006015991999570029
18;30;0.9999999883466936;15.164200081939574;0.26603859792876444;-1225.8796058853893;-1151.9023623257517;4.410077176264338;4.336786908774926;0.029550166289297408;1.7518023559699847;8.839397646365127;0.6367138136768689
19;31;0.999999984515883;32.04193346379652;0.5721773832820807;-1199.152045465529;-1122.708893787237;4.410077176264338;3.379361285141158;0.038439225039555325;1.173545203792738;30.877849288867253;0.0011518207899307413
