m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;h1;h1_err;h2;h2_err
2;1.50239944e+01;1.34416718e-03;5.65308988e+03;2.26026422e+05;-8.70926091e+03;3.42481885e+05;-1.57125941e+04;6.25309602e+05;5.36051878e+03;2.22105158e+05;2.98122957e+03;9.07219685e+04;-7.38157162e+03;2.45829784e+05;-3.30723847e+02;1.14100571e+05;1.14715590e+04;6.67928966e+05;-5.30167428e+03;1.71315945e+06;-4.64377480e+03;2.86702045e+06;-1.46515767e+04;3.54799791e+06;4.05144612e+04;3.52703031e+06;-3.20814494e+04;2.05971285e+06;8.68931129e+03;4.89596303e+05;3.75278646e+02;1.50432364e+04;-9.38271665e+02;3.71933172e+04
