m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;h1;h1_err;h2;h2_err;h3;h3_err;h4;h4_err;h5;h5_err;h6;h6_err;h7;h7_err;h8;h8_err;h9;h9_err;h10;h10_err
2;4.38537340e+00;1.35918504e-03;-2.17842881e+01;1.44701803e+00;-3.66877328e+01;6.27737077e+00;-3.16862741e+01;1.08959114e+02;2.48046515e+03;1.25996361e+03;-1.39356434e+04;8.97993032e+03;5.56432212e+04;4.35934385e+04;-1.15637355e+05;1.45288868e+05;8.86043765e+04;3.25133212e+05;4.09427627e+04;4.37484005e+05;2.47041254e+04;5.62600682e+05;-3.58435490e+05;1.98494693e+06;2.64825271e+05;3.99697203e+06;5.62668914e+05;4.95558832e+06;-1.10167776e+06;3.95563494e+06;6.91483933e+05;1.94769111e+06;-1.11361762e+05;4.92417751e+05;-2.48000266e+04;1.24737668e+05;-1.01807257e+04;6.82022403e+04;1.16549493e+03;7.30771754e+03;3.90267048e+03;5.00752075e+03;-8.95069813e+00;3.19935016e-01;2.01512819e+01;1.44584393e+00;;;;;;;;;;;;;;;;
3;4.38541614e+00;1.40867671e-03;-1.88220348e+01;2.56442756e+01;-4.88183325e+01;1.33245066e+02;-7.70191246e+01;1.98229351e+02;2.70571746e+03;2.28035622e+03;-1.43948945e+04;2.99172072e+04;5.64037939e+04;1.73535688e+05;-1.07613284e+05;7.00227817e+05;5.00864690e+04;1.72201844e+06;1.32208777e+05;2.42999624e+06;-1.46017006e+05;1.92147901e+06;-1.14908235e+05;2.00271237e+06;1.69471602e+05;2.88692130e+06;1.28806374e+05;3.29140796e+06;-2.03421359e+05;1.82678740e+06;-2.70647390e+03;6.21197726e+04;1.54305026e+04;2.22212224e+05;5.75032109e+04;4.83751537e+05;2.34292035e+04;2.69960784e+05;-7.30686938e+04;3.10105447e+05;2.67060286e+04;1.07438161e+05;-8.27213012e+00;5.83690793e+00;1.44973050e+01;5.29252946e+01;1.19271866e+01;1.20956407e+02;;;;;;;;;;;;;;
4;4.38417775e+00;1.25114707e-03;-3.41784751e+01;8.72147736e+00;4.14771546e+01;1.62077723e+01;1.69948709e+02;1.01002889e+02;-4.62051710e+02;5.79621073e+02;3.63804251e+02;3.04491903e+03;1.98848655e+03;1.33475622e+04;-2.36920090e+02;2.95010311e+04;-7.57283155e+02;3.22468163e+04;2.13700478e+02;1.61745448e+04;-3.22887327e+02;2.80984069e+04;-3.36881360e+02;1.99594195e+04;7.10200511e+02;5.38336103e+04;4.20984708e+02;6.10643410e+04;1.65806271e+02;2.15694896e+04;-4.28699719e+02;8.21369350e+04;-7.85958777e+02;7.32498291e+04;-1.45054724e+01;4.87786129e+03;3.97914910e+02;8.99783019e+04;6.73462436e+02;8.67349956e+04;-5.01421238e+02;2.51083018e+04;-1.18290839e+01;1.98623910e+00;5.18586789e+01;1.10668241e+01;-1.11909352e+02;2.12495905e+01;1.21376406e+02;4.46615034e+01;;;;;;;;;;;;
5;4.38479168e+00;1.38009797e-03;-3.20717224e+01;7.62866335e+01;2.54742039e+01;5.71901290e+02;1.61481205e+02;7.60571561e+02;-7.82888992e+01;3.22095992e+03;-1.53872858e+03;1.43199202e+04;6.49522591e+03;4.81608235e+04;8.07348174e+02;1.55893614e+05;-2.96411291e+03;3.23899504e+05;-1.83171709e+03;3.55972112e+05;2.12747148e+03;1.54535334e+05;1.30178658e+03;2.43818874e+05;1.31984042e+03;2.08263588e+05;-1.74489209e+03;3.24061341e+05;-2.14459894e+03;2.82511544e+05;-1.18993391e+03;1.86644099e+05;3.23405844e+03;4.10677108e+05;1.64117904e+03;3.73205421e+05;-1.10402809e+03;3.79585812e+05;-2.28721364e+03;3.02990107e+05;1.30369116e+03;8.28303670e+04;-1.13288580e+01;1.74145356e+01;4.55180740e+01;2.01119548e+02;-8.06391107e+01;8.94546255e+02;3.13163661e+01;2.02637685e+03;1.53616684e+02;2.22409115e+03;;;;;;;;;;
6;4.38534375e+00;1.43178518e-03;-2.14962847e+01;3.42441609e+02;-7.73420379e+01;2.50258471e+03;3.89759873e+02;1.67597266e+03;7.11180918e+02;9.97152550e+03;-7.78800661e+03;2.70127424e+04;2.62094361e+04;2.60663999e+05;-2.22177578e+04;1.08973771e+06;-1.44180719e+04;7.21607655e+05;9.21066245e+03;5.38816803e+05;6.32736014e+03;5.55232700e+05;6.19401261e+03;5.18564815e+05;-1.87707649e+04;5.43724183e+05;-4.93096096e+02;6.11488711e+04;5.58900008e+03;4.51859392e+05;1.11818592e+04;6.81402744e+05;2.75249811e+03;3.45877274e+05;-1.32719561e+04;1.26517798e+06;-1.61176472e+04;1.64695143e+06;2.83564348e+04;9.65994388e+05;-1.00748435e+04;2.46464113e+05;-8.89287208e+00;7.81100488e+01;1.12552203e+01;8.84303884e+02;1.14780170e+02;3.45993440e+03;-5.84732907e+02;6.08441202e+03;1.34807593e+03;2.88486705e+03;-1.13306867e+03;1.45362932e+04;;;;;;;;
7;4.38476980e+00;1.42252190e-03;-2.76696775e+01;2.04684783e+02;-1.02670034e+01;1.68947287e+03;2.16461925e+02;4.18995450e+03;8.90041349e+01;4.68848707e+03;-2.28981745e+03;2.83309117e+04;8.24751814e+03;5.09464694e+04;-3.13938549e+02;1.00559660e+05;-2.58593551e+03;3.40944083e+05;-1.24629684e+03;2.15979378e+05;1.50107358e+03;3.58916250e+05;1.56046129e+03;3.33337090e+05;-1.95327841e+02;5.75428184e+04;-7.77363908e+02;1.88130175e+05;-1.48468529e+03;2.59211857e+05;9.71892117e+02;2.27692665e+05;5.71131172e+02;1.88447241e+05;3.00170337e+02;2.01759673e+05;-6.27262297e+02;9.70943263e+04;-4.67007305e+01;2.64460361e+04;1.25474678e+02;1.34913977e+04;-1.03249755e+01;4.67019639e+01;3.33061034e+01;5.72775487e+02;-2.36872408e+01;2.96488858e+03;-1.07267886e+02;8.80306338e+03;3.50189577e+02;1.58208153e+04;-1.19231419e+02;1.62369840e+04;3.44327566e+01;1.05357958e+04;;;;;;
8;4.38392892e+00;1.40618269e-03;-3.47854843e+01;2.39514136e+02;3.83391849e+01;2.45577658e+02;2.43852927e+02;4.81592613e+03;-7.58287394e+02;4.83400757e+03;9.88950563e+02;1.17095578e+04;8.90431566e+02;8.40460477e+04;-1.47898233e+03;1.88723404e+05;3.01933906e+03;4.42868387e+05;4.00484067e+03;4.27889919e+05;1.25094566e+03;1.08408294e+05;1.48754701e+03;2.30569264e+05;-1.11310940e+03;2.13575143e+05;4.71558316e+02;4.22078503e+04;-1.67885225e+03;2.51640479e+05;1.83304794e+03;2.92215542e+05;-1.58391203e+03;2.06528079e+05;4.49870153e+02;1.02073277e+05;4.81035901e+02;9.22278541e+04;1.20807877e+02;6.29410217e+04;-2.79669753e+02;2.84635792e+04;-1.19764128e+01;5.46416279e+01;5.20494500e+01;2.33287076e+02;-9.99352983e+01;7.24779174e+02;4.60771810e+01;4.08734551e+03;1.93698309e+02;1.00472542e+04;-2.72812732e+02;1.04877183e+04;4.26862720e+01;7.38952891e+03;3.81670558e+02;1.40147679e+04;;;;
9;4.38445131e+00;1.41463547e-03;-3.09382422e+01;4.83399066e+02;1.82293343e+01;3.23694712e+03;1.79596202e+02;4.03345716e+03;-2.37967935e+02;1.53907604e+04;-3.79324936e+02;3.63247324e+04;3.10832620e+03;7.71788602e+04;1.95032285e+03;3.21015431e+05;6.03268361e+02;1.83976682e+05;2.94271968e+03;4.33821456e+05;4.78872395e+02;1.23331996e+05;-3.17814943e+02;1.04481291e+05;1.54483084e+03;3.82437288e+05;1.67075996e+03;6.12579523e+05;-1.53848822e+03;4.57235515e+05;-5.30749656e+02;2.08488064e+05;-1.08934360e+03;3.83214802e+05;5.90241522e+02;2.56981741e+05;2.62870021e+02;1.42217115e+05;1.22305719e+03;2.34973325e+05;-9.09355615e+02;1.09197356e+05;-1.10828088e+01;1.10251068e+02;4.33257781e+01;1.18076148e+03;-7.61544309e+01;4.89985715e+03;4.71913319e+01;1.09414295e+04;6.88174568e+01;1.47758992e+04;7.46917030e+01;1.46512228e+04;-6.94367123e+00;3.41003356e+03;1.10502372e+02;1.08022666e+04;1.28296491e+02;1.65800458e+04;;
10;4.38429266e+00;1.34320761e-03;-3.35144652e+01;1.37798943e+02;3.18253897e+01;8.33992627e+02;2.22759233e+02;1.73490675e+03;-5.51663760e+02;6.74034957e+03;1.75367972e+02;2.14256067e+04;2.49778589e+03;6.25396133e+04;4.52023147e+02;1.35509622e+05;3.09515329e+02;1.00053308e+05;7.45044695e+02;2.24901927e+05;2.15547080e+03;1.98106400e+05;-3.95894871e+02;1.36420729e+05;-1.14958155e+01;3.10146192e+03;-2.09783048e+03;3.43080631e+05;-2.12178091e+03;4.45976219e+05;5.80998409e+02;2.45804898e+05;2.47834771e+03;2.77865545e+05;8.91748171e+02;3.19524632e+05;-1.07579126e+03;4.56496483e+05;-1.64123204e+03;3.55008147e+05;1.04115494e+03;9.69480359e+04;-1.16756940e+01;3.14353288e+01;4.90011713e+01;3.15142536e+02;-8.89177195e+01;1.31168980e+03;2.37788863e+01;3.59759575e+03;2.17599533e+02;8.51504158e+03;-2.16306042e+02;1.62948664e+04;4.47060752e+01;1.89926540e+04;2.47675224e+02;1.61490872e+04;4.13488175e+01;1.03551215e+04;-1.62726043e+02;6.90754468e+03
