m;p0;p0_err;p1;p1_err;p2;p2_err;p3;p3_err;p4;p4_err;p5;p5_err;p6;p6_err;p7;p7_err;p8;p8_err;p9;p9_err;p10;p10_err;p11;p11_err;p12;p12_err;p13;p13_err;p14;p14_err;p15;p15_err;p16;p16_err;p17;p17_err;p18;p18_err;p19;p19_err;p20;p20_err;p21;p21_err;p22;p22_err;h1;h1_err;h2;h2_err;h3;h3_err;h4;h4_err;h5;h5_err;h6;h6_err;h7;h7_err;h8;h8_err
2;4.38490885e+00;1.39711197e-03;-2.18473297e+01;1.26485236e+00;-4.20031814e+01;7.28255609e+00;8.81821892e+01;1.38034241e+02;9.76815274e+02;1.67055498e+03;-1.99692340e+03;1.27211367e+04;-6.31074535e+03;6.58109805e+04;9.92381486e+04;2.34932973e+05;-4.06780276e+05;5.75237837e+05;7.75615388e+05;9.19482415e+05;-6.33911011e+05;8.01694735e+05;-1.31188080e+04;7.59825868e+04;1.42967927e+05;9.12230190e+05;3.38070703e+05;1.64620206e+06;-2.40144356e+05;2.13118520e+06;-1.80638150e+05;1.27884978e+06;-1.73037403e+04;8.90660786e+04;-2.33228293e+03;8.84941863e+03;3.98134927e+05;5.23819540e+05;8.24319052e+04;2.88491585e+05;-8.53209206e+05;6.89854038e+05;6.92677923e+05;5.17070356e+05;-1.74087805e+05;1.23365416e+05;-8.98891002e+00;2.77367393e-01;2.02869333e+01;1.26358337e+00;;;;;;;;;;;;
3;4.38409144e+00;1.43618410e-03;3.31427914e+00;3.17844844e+01;-3.61629876e+01;4.52851784e+01;2.74339555e+01;2.54535299e+02;2.18039913e+02;2.91458680e+03;-7.37235365e+02;1.97314942e+04;6.31469500e+03;9.86106785e+04;-1.25411228e+04;3.08678568e+05;5.35268619e+03;5.95184075e+05;7.73876876e+03;6.09015343e+05;-1.92702914e+03;2.89321882e+05;-8.20783438e+03;6.47647355e+05;-1.59847772e+03;3.71241976e+05;6.38811343e+03;3.83854356e+05;1.36287868e+03;2.40454041e+05;2.27399186e+03;5.90075280e+05;-2.88118260e+03;6.97496640e+05;-4.92017690e+03;6.74221967e+05;5.62734868e+01;2.01598253e+04;3.91023049e+03;5.52893912e+05;3.48179154e+03;7.35285785e+05;-5.62641942e+03;4.82898650e+05;1.67995245e+03;1.17416478e+05;-3.28599812e+00;7.24936385e+00;2.97920861e-02;3.55757122e+01;1.56586982e+01;7.08378207e+01;;;;;;;;;;
4;4.38430863e+00;1.28325828e-03;-3.45561123e+01;1.16438223e+01;4.58061729e+01;5.28653306e+01;1.54282133e+02;1.34223974e+02;-4.16810643e+02;9.53835616e+02;6.68682839e+01;4.03818555e+03;3.08347534e+03;1.37354785e+04;-8.34463764e+02;2.87693257e+04;-1.34179028e+03;3.95734706e+04;1.70338020e+02;5.85332455e+04;5.26142806e+02;5.85044858e+04;5.79577690e+02;4.17915969e+04;-3.90648277e+02;5.34679518e+04;-6.39949010e+02;5.99674271e+04;3.27407822e+02;4.63385307e+04;2.06547967e+02;3.31557874e+04;1.41384632e+02;2.38954657e+04;1.21348938e+02;3.50472443e+04;-3.28150959e+02;1.26598504e+05;-5.35518898e+02;1.51968644e+05;1.08945278e+02;5.89334877e+04;9.33054301e+02;7.57208459e+04;-5.19708111e+02;2.68924060e+04;-1.19118219e+01;2.66216779e+00;5.30626965e+01;2.29066449e+01;-1.17956799e+02;6.87243837e+01;1.32611104e+02;8.61554502e+01;;;;;;;;
5;4.38471209e+00;1.41101630e-03;-2.98864914e+01;6.53492289e+01;6.76632739e+00;4.88700647e+02;1.99071822e+02;8.14002574e+02;-6.37695303e+01;1.91424691e+03;-1.45943616e+03;1.19514429e+04;5.57423260e+03;6.92320284e+04;2.86567689e+03;2.40250536e+05;-2.21551750e+03;3.56918515e+05;-3.49778453e+03;3.91767432e+05;9.31356526e+02;2.19061975e+05;2.46744737e+03;4.84067974e+05;2.48780440e+03;7.30831656e+05;-1.66674188e+03;4.26993475e+05;-3.28614242e+03;4.34404122e+05;-1.00231000e+03;3.47321066e+05;2.92679962e+03;4.80678059e+05;1.35729747e+03;6.31267880e+05;-1.47314260e+03;6.49937035e+05;8.78558831e+02;4.99478836e+05;-1.24678580e+03;3.32681981e+05;2.94730534e+01;1.92390751e+04;3.42616647e+02;4.30331837e+04;-1.08334189e+01;1.48944855e+01;3.93660287e+01;1.70553993e+02;-5.17889447e+01;7.59772355e+02;-3.40062655e+01;1.80401579e+03;2.20553346e+02;2.20855418e+03;;;;;;
6;4.38444464e+00;1.45154075e-03;1.47761709e+02;6.53560284e+03;-5.34969263e+01;9.75929735e+03;-4.17207780e+02;3.57340283e+04;1.67391181e+03;1.03465045e+05;2.69246683e+03;8.13345866e+04;-6.25146539e+02;2.21461268e+05;-1.13904677e+04;1.18074035e+06;-2.29422411e+03;6.49097472e+05;1.12366807e+04;2.55739297e+06;9.39439139e+03;1.62676209e+06;-5.62240697e+03;2.22090013e+06;-1.05783808e+04;3.43334783e+06;-5.56443726e+03;2.36306127e+06;2.41450132e+03;6.24574031e+05;9.67868169e+03;2.72671520e+06;9.99660202e+03;3.26289039e+06;-4.83813291e+03;1.15951664e+06;-8.62105506e+03;2.58263077e+06;-5.93453245e+03;1.94728500e+06;-1.22959953e+02;4.67033579e+04;1.48362062e+04;8.23315998e+05;-7.24058405e+03;4.68334437e+05;2.96619272e+01;1.49039206e+03;-1.36280828e+02;7.62685079e+03;2.75850474e+02;1.46298052e+04;-2.59590078e+01;2.46053923e+03;-2.89792630e+02;3.69795930e+04;9.66923855e+01;1.89151874e+04;;;;
7;4.38452463e+00;1.41767788e-03;-3.09409835e+01;1.72064468e+02;1.48696931e+01;9.97015944e+02;2.07917065e+02;2.10812956e+03;-2.68395117e+02;8.00948037e+03;-7.38062712e+02;1.76969625e+04;4.45480977e+03;1.04532998e+05;1.19274831e+03;3.08068347e+05;-7.35813357e+02;2.41836137e+05;-7.85677099e+02;2.78203975e+05;1.73051429e+03;2.12845646e+05;3.32305447e+02;9.11105480e+04;1.08287932e+03;3.06453451e+05;-1.30114238e+03;2.59376006e+05;-1.68943030e+03;2.47685120e+05;4.87526859e+02;1.79766501e+05;1.71349780e+03;3.44906364e+05;4.95527808e+02;2.25166652e+05;-1.34365370e+03;3.62766066e+05;-3.85219088e+02;2.25905719e+05;-9.27404015e+01;5.15662868e+04;1.14885002e+03;1.12865850e+05;-5.42913614e+02;4.87513413e+04;-1.10805282e+01;3.92331793e+01;4.24407486e+01;3.81278543e+02;-6.43624667e+01;1.33337186e+03;-1.74068832e+01;3.08218769e+03;2.53451363e+02;7.78607440e+03;-1.96123837e+02;1.47547712e+04;1.89067238e+02;1.15981112e+04;;
8;4.38428418e+00;1.33747537e-03;-3.24954898e+01;7.85117923e+01;2.70580135e+01;4.64841474e+02;1.98092855e+02;1.40919736e+03;-4.05182400e+02;4.20251809e+03;-2.12172276e+01;5.41898924e+03;2.83283023e+03;1.67700530e+04;1.74537103e+02;6.48356455e+04;-3.70328674e+02;6.94379493e+04;1.34176757e+03;2.55807743e+05;1.09039267e+03;1.98371766e+05;4.12801755e+02;1.22706285e+05;4.38313291e+02;1.33870309e+05;-8.82084533e+02;1.80150107e+05;-3.01190908e+02;9.34238527e+04;-1.75619052e+02;6.22934109e+04;1.30758017e+03;2.13054711e+05;1.53316790e+02;9.19269500e+04;-1.42866659e+03;3.01351929e+05;-3.56362603e+02;2.12849715e+05;6.57336989e+02;6.36969895e+05;9.50496817e+02;5.25193662e+05;-7.07244731e+02;1.45913079e+05;-1.14431515e+01;1.78973889e+01;4.69568166e+01;1.74972670e+02;-8.69690541e+01;7.50499257e+02;5.17182668e+01;2.38407693e+03;1.10354568e+02;5.74881088e+03;-4.44769412e+01;1.00392579e+04;-4.11023422e+01;1.11508246e+04;1.69224869e+02;1.02661395e+04
